name,artists,id,release_date,hit
Bones,Ginny Blackmore,4Rt4Opq2Bu6nCez5A2MkPL,2013-03-12,0.0
Bonfire,Josh Ritter,2RUIE0tg4YwMbbKaOC9Wjk,2013-03-05,0.0
Bonfire Heart,James Blunt,2kvyMNHyxQt2UJ5EKvxaOC,2013-10-18,0.0
Book Of John,Tim McGraw,68DhM2sVyl5nHvONQD1pgI,2013-01-01,0.0
Book of Love,Jimmy Eat World,4znKS2JCN0XPczgBOIwBPu,2013-06-07,0.0
Boom Boom (Heartbeat) - Radio Edit,"Ray Foxx, Rachel K Collier",3e6Nd0U64CuVwj7KioEpF6,2013-09-02,0.0
Boom Skit,M.I.A.,34mIq5Tgtm9lsBg1yWKdoe,2013-01-01,0.0
Boomerang,Nicole Scherzinger,6OOfKtR7HOzzNMpBCJjSoA,2013-01-01,0.0
Boomerang,Lyfe Jennings,4DXFCM6L3fURlro5qtvGB4,2013-10-08,0.0
Booyah,"Showtek, We Are Loud, Sonny Wilson",30BBwDTjwHQf1ixFGaE2o2,2013-01-01,0.0
Born In a UFO,David Bowie,57VM33rye0KmQWaCy1JCCM,2013-11-04,0.0
Born Sinner (feat. James Fauntleroy),"J. Cole, James Fauntleroy",47A2jHhdcuOozYPYhttXPs,2013-06-18,0.0
Bosco,Placebo,2s8aJrwvNYBzgOVgj7FxHn,2013-09-16,0.0
Boss Of Me,David Bowie,0cZZy2l9Ap1r2jRg5EP1Lv,2013-03-08,0.0
Boston Square,Deaf Havana,3zERWkMORxBDxtxl8lqKcc,2014-01-21,0.0
Bounce,Iggy Azalea,2K0gNc3bGpw2xIF0YdiI9V,2013-01-01,0.0
Bounce It (feat. Wale & Trey Songz),"Juicy J, Wale, Trey Songz",3N5oiETJEStSB71TjTFkWV,2013-08-23,1.0
Bound 2,Kanye West,3sNVsP50132BTNlImLx70i,2013-06-18,1.0
Bound for Glory,Black Star Riders,6Pfj9zIY1bfvtpTqqHwT32,2013-05-24,0.0
Boundless (Time To Murder It),Hatebreed,7acgfVp9NLNZSWuyC5143w,2013-01-29,0.0
Bourbon In Kentucky,Dierks Bentley,21kVLskPuIBHUyfJKYYwFQ,2014-01-01,0.0
Bourgeois,Phoenix,5LP9xhlaNyLDSNXXwmOF85,2013-04-23,0.0
Boxes,Travis,0qDZM8Dxpe0o86RjWnvT4f,2013-08-19,0.0
Boy,Nina Nesbitt,0EVLoqNLltUY4Gb3NtorVG,2014-01-01,0.0
Boy Outta Here (feat. Rick Ross),"Ciara, Rick Ross",5S2eBNOtgw67tsIftjz8Ll,2013-07-24,0.0
Boys 'Round Here (feat. Pistol Annies & Friends),"Blake Shelton, Pistol Annies",39FwE8edwuyiaa4PrGBkP7,2013-03-26,1.0
Boys in the Wood,Black Lips,5AruRCF1WZEM3urh8DU1Lr,2014-03-17,0.0
Brainless,Eminem,5k7wy2Ek7y6kSQ4fER7w0E,2013-11-05,0.0
Brand New Day,Kodaline,4EPJZZfwmToEj4XSXjP6NY,2013-06-17,0.0
Brave,Josh Groban,3PlYkJyXnAeJAPTJ2m9YFF,2013-02-05,0.0
Brave,Sara Bareilles,6Uy6K3KdmUdAfelUp0SeXn,2013-07-16,1.0
Brave This Storm,Trivium,0CdHnV4vaqNDKskubNQWLb,2013-10-08,0.0
Braveheart,Neon Jungle,0XUvhSzizkEtPgBr1BZ2an,2014-08-26,0.0
Break Out,Scott Stapp,2y07eSq78OSzDQfeQhgWWA,2013-11-05,0.0
Break The Shell,India.Arie,2A1Lzrbx8JLGIwkbF9fqxj,2013-06-25,0.0
BREAKFAST CAN WAIT,Prince,0JMuL1ruqVGPkeZULI6toQ,2014-09-26,0.0
Breaking Point,Bullet For My Valentine,5duR1jvJ2E0IOoYresQIkQ,2013-02-08,0.0
Breathe,Laura Marling,5x3P9W1FeQScSm0YsJbV0L,2013-01-01,0.0
Breathe,Backstreet Boys,2yLww32uDA78sU9zU5ajMk,2013-07-30,0.0
Breathe In Breathe Out,Tich,7syEFMxP4Nzj6Vlv7bRgkd,2014-01-01,0.0
"Breathe, It's Over",Blue October,79OOBqsr8l4I5gvHizMlmM,2013-08-20,0.0
Brennisteinn,Sigur Rós,6xuaTUusUQ3q35YKhmpw7X,2013-06-07,0.0
Bridges,BROODS,1285n66OGGUB3Bnh6c18nS,2014-01-01,0.0
Bridges (feat. John Legend),"Rebecca Ferguson, John Legend",4i5tym8pII5oFa3jGxCh1V,2013-12-02,0.0
Brightest Morning Star,Britney Spears,7MXf5oS9bilbC70ii9YWbf,2013-11-30,0.0
Brighton Beach,Rod Stewart,7bsrcTPOb6I4GZsay4XiGq,2013-01-01,0.0
Bring On The Music,Gov't Mule,5aYjiDFkc7O4y5mMhbIJHe,2013-09-20,0.0
Bring The Noize,M.I.A.,2TqQlouM5hXKJ94KD7oPLh,2013-01-01,0.0
Bring You Back,Brett Eldredge,13dQb9ZXU7ehRoDLrjyTt0,2013-08-06,0.0
Broken,Depeche Mode,1Hm9pX5iwwS7jJLLPad9yJ,2013-03-25,0.0
Broken Arrows,Daughtry,0GMUggjRQtV44CZrvRDUFn,2013-11-15,0.0
Broken over You,Vertical Horizon,5mqkHvWK9X6TPKS8Qxvf9G,2013-10-08,0.0
Broken Record,Little Boots,0EcEedNQUgPGcjOoTTJnIZ,2013-05-05,0.0
Brokenhearted,"Lawson, B.o.B",2QDpcrYLYLhkgJGmZ5JWCg,2013-01-01,0.0
Brothers Keeper,India.Arie,6Fi81xt5C68VOcCxBTIS5M,2013-06-25,0.0
Brothers,"Kid Cudi, King Chip, A$AP Rocky",44NkDzvl7KJNOGiP1wcAli,2013-04-12,0.0
Bubble Butt,"Major Lazer, Bruno Mars, Tyga, Mystic",4REEbsJ6WV9NoGubnlhnkm,2013-04-16,1.0
Bugatti,"Ace Hood, Future, Rick Ross",0uFvvXbmGIXlf5ZgtHyYpf,2013-01-01,1.0
Builder of Routines,Manic Street Preachers,5qsQDlKuKKeVrilxEGWq3G,2013-09-16,0.0
Built For War,Megadeth,4i5vTRgxa974Kye7za2UY2,2013-01-01,0.0
Bula Bula Quo (Kua Ni Lega),Status Quo,2qzHku2SSBD8gyi6670s4n,2013-06-07,0.0
Bullet,Ryan Star,2QaimvIWoeUTCwcrcaHktm,2013-08-05,0.0
Bullets,I Am Kloot,03Z79ZyOvpDu1OJJpvN71u,2015-04-13,0.0
Burgundy (feat. Vince Staples),"Earl Sweatshirt, Vince Staples",43tVqovviXhkmOV5LOkTn7,2013-08-16,0.0
Buried Alive,"Yeah Yeah Yeahs, Dr. Octagon",2rF3jFd4qVFlBnbBbF9mnV,2013-01-01,0.0
Burn,Ellie Goulding,0xMd5bcWTbyXS7wPrBtZA6,2013-01-01,1.0
Burn It,Filter,2WoAXWr5SWHUxaTXlTkncJ,2013-06-04,0.0
Burn MF,Five Finger Death Punch,0XWLi9IG0mYwdcBFtUdhC8,2013-07-30,0.0
Burn!,Megadeth,4xKwbVPM1LLLxXx4OyhL1b,2013-01-01,0.0
Burnin' It Down,Steve Earle,0fKNURbjdDkboffjKpBsZX,2013-04-15,0.0
Burning Lights,Chris Tomlin,6IGIcLvIy7g1SFeDTkihCd,2013-01-01,0.0
Bury That (feat. Jon Bibbs),No Malice,3jyl5yceJQeu64AUz8Pqng,2013-08-18,0.0
"Busted, Disgusted or Dead [feat. Johnny Winter]",Leslie West,3QC5OrNO0w2O8FjyHhVQpN,2013-10-25,0.0
Butterfly,Tracy Lawrence,4y202vBJONHB3LmI7ViCuA,2012,0.0
"Butterfly, How Long It Takes to Die",The Flaming Lips,3tNauvLG5CGAK7HTs3nyFA,2013-04-12,0.0
Buzzcut Season,Lorde,3ShTaJBCOclymogQNzPde7,2013-01-01,0.0
Buzzin',Kellie Pickler,2f20flEkzMCHNVdWXuafkN,2013-11-11,0.0
Buzzkill,Luke Bryan,3UJvgGaBEJcDqz61mbvqAp,2013-01-01,0.0
By and Down (Live),A Perfect Circle,2tGwGcuIzw8KS9fxgHEkcD,2013-11-26,0.0
By The Grace Of God,Katy Perry,2IRK3qdY6BzbKxKr8eBk8o,2013-10-18,0.0
By the Throat,CHVRCHES,3vaToBx1yezK6aiYQJ1hxe,2013-09-24,0.0
C'mon Kid,Dave Hause,1ZHVwjuRQXiqUKp0fgZnwq,2011-02-01,0.0
C.L.A.,"K-OS, Travie McCoy",27BAPGLO89JfT0Vnl4D5Xh,2013-01-01,0.0
Cabaret (feat. Drake),"Justin Timberlake, Drake",4FcvYEVtmB0UuIPbdzwqsH,2013-09-27,0.0
Call a Marine,Toby Keith,3Lp8PGcPO2c92k7a3Pp214,2013-10-28,0.0
Call Me Crazy,Sevyn Streeter,5Kxs4hSxjT9faa77ZMql6o,2013-12-03,0.0
Calling All Hearts (feat. Robin Thicke & Jessie J),"DJ Cassidy, Robin Thicke, Jessie J",0YeRxIsv9547EmlsP5wDU2,2014-02-18,0.0
Calm The Fire,Alter Bridge,52rThmRcia8i9kWasOiWiZ,2013-01-01,0.0
Came Back Haunted,Nine Inch Nails,0jem8KSDqhiOoIWIqrJZbI,2013-09-03,0.0
Can We Dance,The Vamps,5plDUEEu4r5YEzHL8IhOs1,2014-11-04,0.0
Can You Feel It,Scotty McCreery,3hGsWhlITxrVJ6pXOUHw3F,2013-01-01,0.0
Can You Feel My Heart,Bring Me The Horizon,0WSa1sucoNRcEeULlZVQXj,2013-04-01,0.0
Can't Believe It (feat. Pitbull),"Flo Rida, Pitbull",1kxyZ2SpflM1ogD0B5hgfX,2013-07-29,0.0
Can't Help,Parachute,7qCmv4SsXVt7I415eneHVk,2013-01-01,0.0
Can't Keep Your Mind Off,Data Romance,1sL0Xe6vju8W7tWziHyY7A,2013-02-19,0.0
Can't Live without Your Love,Janelle Monáe,3vSQ77N9hFsXQDG9OqmEJK,2013-09-06,0.0
Can't Pretend,Tom Odell,0avJ37bB97pz6K3IBHb0xN,2013-09-17,0.0
Can't Stop Me Now,Rod Stewart,0zomwofszx3xPnvDeDZ0yT,2013-01-01,0.0
Cannibal Holocaust,Soulfly,6mPMbqrv59NtyTPzxQs0FJ,2013-10-04,0.0
Cannonball,Lea Michele,0PkxXCMpK6IGEhDqPss6zm,2013-12-17,0.0
Cape Of Our Hero,Volbeat,1ytnA1FbeY4C4WsxtbVt1a,2013-01-01,0.0
Captive Bolt Pistol,Carcass,2ECMsbABJhbyEvVvY4RtV6,2013-09-13,0.0
Car Radio,Twenty One Pilots,5cbpoIu3YjoOwbBDGUEp3P,2013-01-08,0.0
Carolina,Parmalee,7JKUEuxOW5NNieEjoW59sH,2013-12-10,1.0
Carolina Moon,Scotty McCreery,6IyeS0kcayqlUEyXxvSA6e,2013-01-01,0.0
Carried,KT Tunstall,1JGe4ZKhODBY1lAarlp7nX,2013-01-01,0.0
Carry Me,Josh Wilson,6uu7tvMPsXeDrdrQD6a7LD,2013-01-01,0.0
Carry On... Jon,Blackmore's Night,322iOEHi2zwSUC4NGWOWbv,2013,0.0
Carry You,Union J,2dqKFjcrpBiujDLerJcVGd,2013-08-13,0.0
Cassiopeia,Sara Bareilles,4XGet6CWBb9QoZSHGGT0NM,2013-07-16,0.0
Castaways,Kris Kristofferson,14WataLTLFEf80UBNB6XWE,2013-01-22,0.0
Casual Affair,Panic! At The Disco,2zkXavDV9dw8uR0pfhsBt2,2013-10-04,0.0
Catch Every Teardrop,Martin Smith,49ikza8Q7ViLwHvfpNAAHd,2013-04-21,0.0
Caught Up,John Legend,1cR4aNHFDCVESzt8HhxO17,2013-08-30,0.0
Celebrate,"Mack Maine, Talib Kweli, Lil Wayne",1N35OBiBfjjLuBMOIiIg2N,2012-01-01,0.0
Cementality,King Krule,7pb3vjNwAzuUn0b7C8htrI,2013-08-24,0.0
Chaining Day,J. Cole,4ftDe1imzovl3Vw6j01aoD,2013-06-18,0.0
Chainsaw,The Band Perry,6BstspHAG1DuMebrQJWPJY,2013-01-01,1.0
Change,Jack Johnson,0qT9FXLGoiszOVm32v8aaK,2013-01-01,0.0
Change Me,Justin Bieber,5cn4RhNZPPjt0onhqUMEfa,2014-05-13,0.0
Change of Luck,Ministry,0J6wk6IkLgWjRY0fz16I05,2013-09-06,0.0
Change Your Life,"Iggy Azalea, T.I.",7FGFtUdUGrwQxFKVtQASS2,2013-01-01,0.0
Chasing The Sun,Sara Bareilles,6lzlRAp5VqLLF78PwnfHjq,2013-07-16,0.0
Cheating,John Newman,0xQa0s4X2rHvBExmI4r34g,2013-01-01,0.0
Chelsea's Hotel,Darwin Deez,1ISQtLLldovf7KGWEGQrRV,2013-02-12,0.0
Chemical Love,Escape the Fate,5UoaO8o9sAoUJkpIQ19YQ6,2013-05-14,0.0
Chemicals,Love and Death,1oZBmqPNknWg8mFHFqSY1e,2013-01-22,0.0
Chez Keith et Anita,Carla Bruni,0fBW7mhTCyidQ4gTZ8cn1c,2013-01-01,0.0
"Chicks, Trucks, and Beer (feat. Colt Ford)","Tyler Farr, Colt Ford",6UP1XUjfh31BTPeSBh7C0l,2013-09-27,0.0
Children of the Sun (feat. John Martin),"Tinie Tempah, John Martin",5fy6FwMleaPP70Zko0Kh9u,2013-09-17,0.0
Chill In The Air,Amos Lee,2fPjvOwIjwKapZz6FEl7N6,2013-01-01,0.0
Chillin' It,Cole Swindell,0Utg7sirTPqrs6Cx0FbriQ,2014-02-18,1.0
Chillin' With You (feat. Jamie Lynn),"Britney Spears, Jamie Lynn Spears",5zNkxQzn7HNUyYTSUnw577,2013-11-30,0.0
Chinese Food,Alison Gold,0oB42rsnUo33pFM3FGq9E5,2013-10-05,1.0
Chloe (You're the One I Want),Emblem3,036GQb6SETOJJG8BxJTNxc,2013-07-26,0.0
Chloroform,Phoenix,25mldAmMHYzXhDXCxTpTHy,2013-04-23,0.0
Chocolate,The 1975,44Ljlpy44mHvLJxcYUvTK0,2013-01-01,1.0
Choice Mountain,Everything Everything,4mIucROkc8m8EZtHKmJkqE,2013-01-14,0.0
Choke,Alice In Chains,4sKDPT6QGacR1of8xhxwOo,2013-05-13,0.0
Cholla,The Joy Formidable,11kTDWrX8SuBYTLDWJcXo4,2013-01-22,0.0
Choose Your Battles,Katy Perry,3rHUpjfq9JjrfaTsEAmQBC,2013-10-18,0.0
Christmas In L.A.,"The Killers, Dawes",66JPcGJiZFA1iDR94kGC0k,2016,0.0
Chuckie's Gone,Toby Keith,4EKHdmlozObGLxhai3PSVG,2013-10-28,0.0
Cigarette Daydreams,Cage The Elephant,2tznHmp70DxMyr2XhWLOW0,2013-10-08,0.0
Cinderella,Diana Vickers,3kTHR87PNbKu19ZczGdVgs,2013-09-17,0.0
Circles In Squares,Angel,0rU9gIJqW6Npvq9JuTdSBI,2013-01-01,0.0
City Electric,Anberlin,42dabcxPL1KMleEEPDmPp1,2013-10-15,0.0
City Of Angels,Thirty Seconds To Mars,6cor5OxuJmOaRGYBgAWZYx,2013-01-01,0.0
City Of Ocala,A Day To Remember,4auHy2goaXGCmsPhetliCC,2013-10-08,0.0
City's Full,Savages,2Adc2oSjShGBApY8vOYDeK,2013-05-07,0.0
Classic,MKTO,6FE2iI43OZnszFLuLtvvmg,2012,1.0
Clay - 1,Goldfrapp,4HSNYLrOf6AOo33KAGeZ81,2013-09-09,0.0
Claymation - Bonus Track,"Mac Miller, Vinny Radio",4Favm41lX9FfueiMFcQObI,2013-06-18,0.0
Clean Up,Danny Brown,2BVeVz6qyk0y3C0TYW8arv,2013-10-08,0.0
Close Enough,Jason Michael Carroll,2OTRfHeAPpiz6yAgLDzjs7,2015-04-07,0.0
Close Your Eyes,Michael Bublé,04THq9ESnlipU969vuvSJx,2013-04-11,0.0
Close Your Eyes,Parmalee,3Bdqlr7jQLNhITAgcBGQBG,2013-12-10,1.0
Closer To Heaven,"Connor Cruise, Mason Musso",1tRKwycQnmmEKohE18iyil,2013-08-13,0.0
Coast Is Clear,Seasick Steve,6s3GobecEanhHb38hEoVIC,2013-10-08,0.0
Coconut Tree (with Willie Nelson),"Kenny Chesney, Willie Nelson",3UJZ4VcHfSWyrMky8vobzv,2013-04-30,0.0
Cold As War,Sevendust,1oQYTqcYpBU8aNYHHDrmwr,2013-03-26,0.0
Cold Beer Drinker,Luke Bryan,3KCc4LETdeA437QN6o3Dbc,2013-01-01,0.0
Cold Beer With Your Name On It,Josh Thompson,4U9mtRXs7VaG7kgU4Hpw6h,2014-01-01,0.0
Collard Greens,"ScHoolboy Q, Kendrick Lamar",0zO8ctW0UiuOefR87OeJOZ,2014-01-01,1.0
Colossus,of Montreal,6sg5Lms9CwshFYpwp2BUrU,2013-10-08,0.0
Colour It,Helen Austin,0BxUZKF4REbLLpqqiRgY6C,2013-11-01,0.0
Come a Little Closer,Cage The Elephant,4sebUbjqbcgDSwG6PbSGI0,2013-10-08,0.0
Come & Get It,Selena Gomez,6LoQHIo74tOzQ8EsLEkhgF,2013-01-01,1.0
Come Back To Me,Keith Urban,1W3nZ90b1u3jHB5leANsy8,2013-01-01,0.0
Come Back to Me,Hollysiz,0HFoJSIbneK6QWLnPJjML2,2014-09-26,0.0
Come Down To Us,Burial,44KIBTGQket3oXHFIGvvIw,2014-07-01,0.0
Come to Me,The Goo Goo Dolls,1jvoeTYt8usIxGWQUSzEyz,2013-06-07,0.0
Come Together,Sons of the Sea,6klwFpxHckbTtzK3O1I5Gu,2014-02-28,0.0
Come Walk With Me,M.I.A.,5Nwa2c2YMqaOy4gCuNcxyT,2013-01-01,0.0
Come with Me - Spanglish Version,Ricky Martin,5yjA8BscTvoceGWY2P1I8F,2013-07-15,0.0
Comeback Story,Kings of Leon,0vsuDbZZ7llAd299f0xxc3,2013-09-24,0.0
Comfort Inn Ending (Freestyle),Jhené Aiko,03mfJFcTsxfldb0DPI4ygj,2013-01-01,0.0
Coming Home,Avenged Sevenfold,3vYP5IgBfHv9nWbNhTq3IS,2013-08-23,0.0
Coming Through,"Willis Earl Beal, Cat Power",2qNMYZEVX1juEa9weQzfeH,2013-09-09,0.0
Compass,Lady A,2ubncjpv82GY5uES29L5ik,2013-01-01,1.0
Complicate You,Thousand Foot Krutch,0Aznhg4iy6sdkFD3QJRAch,2013-01-01,0.0
Conduit,Funeral For A Friend,66uvCO0JFHfaGqpyoeaTM5,2013,0.0
Confess To Me,"Disclosure, Jessie Ware",6DQ3zYYidPbilQPJwsf6SA,2013-06-03,0.0
Confident (Oh No No),Tribute to Justin Bieber Feat. Chance The Rapper,6tqcWDamyxBEdmJEgPnTNM,2013-12-20,0.0
Connect,Sick Puppies,4GjvajeEp07foa0N9FQUoG,2013-01-01,0.0
Connect,Drake,4K3BhUMfBHZuUfeC3kbhrQ,2013-01-01,0.0
Conquer The World,"Jessie J, Brandy",5wq05NkV0147zKFUw18V7N,2013-01-01,0.0
Conquistador,Thirty Seconds To Mars,66OQVJwOGZc6ZT4GoUbb3d,2013-01-01,0.0
Consumerism,Ms. Lauryn Hill,3Pr1NES8f4SdRmuiPcf4oK,2013-10-04,0.0
Contact,Daft Punk,2KHRENHQzTIQ001nlP9Gdc,2013-05-17,0.0
Control (feat. Jay Electronica & Big Sean),"Black Hippy, Jay Electronica, Big Sean",0cTkwNreqxnpt8q8p1MlE8,2014-01-07,0.0
Control,"Matrix & Futurebound, Max Marshall",3aE4H40sir4lVzMG7MxYBj,2019-04-12,0.0
Cookie,R. Kelly,4g04QtmUABZN3iobIrHYsJ,2013-12-07,0.0
C O O L - Radio Edit,Le Youth,4L0HMiE70JyFSfOsnoHGbj,2013-06-28,0.0
Cool Kids,Echosmith,13P5rwmk2EsoFRIz9UCeh9,2013-10-04,1.0
Cool Song No. 2,MGMT,0s9NePkcKWL93KlU7eygL5,2013-09-16,0.0
Cool Zombie,Adam Ant,7lu33AOd0tC2DPWZEOmcZJ,2013-01-22,0.0
Cop Car,Keith Urban,5vCgOg9VqRaAUbnflCO6P3,2013-01-01,1.0
Copy of a,Nine Inch Nails,5ECySGXI4N8MCv6jf7HU9n,2013-09-03,0.0
Corsicana Lemonade,White Denim,0Rn4reU8dYUIicMzq1ONRW,2013-10-01,0.0
Could Have Been Me,The Struts,3IyCL4Em1GOpNGDf451Hg1,2016-03-04,0.0
Could It Be,Charlie Worsham,6fRKgExSY24i2whGdAJUnM,2013-08-16,1.0
Count It All as Lost,August Burns Red,4q3zAsVM55y7sAAqHkgZ7Q,2013-06-25,0.0
Count On Me,"Chase & Status, Moko",5XmKJXidSzQC2aUk35oLyt,2013-01-01,0.0
Counting Stars,OneRepublic,6sy3LkhNFjJWlaeSMNwQ62,2014-01-01,1.0
Country on the Radio,Blake Shelton,1fmuowoQBIIthGEokf4I9l,2013-03-26,0.0
Cover Me Up,Jason Isbell,5qW6ZYct54PhKliCntyxRX,2013-06-11,0.0
Crash My Party,Luke Bryan,6GBUsjHfZuweYf5lQEz6mP,2013-01-01,1.0
Crazy Ain't Original,Sheryl Crow,6dGBGiHreqYzK3cI0GssvE,2013-09-03,0.0
Creative Captivity,August Burns Red,1rfw1PrnaiAtPRjsdb2H6l,2013-06-25,0.0
Crescendo,Little Boots,2X1RFjyx2mZYM6ryR5Uh42,2013-05-05,0.0
Crescent Moon,KT Tunstall,1q2X3Z4XtWlUSiUh9ToGek,2013-01-01,0.0
Crickets,Joe Nichols,1qtArVYtTg6ILCq4Eoegft,2013-10-08,0.0
Crime,"Mayer Hawthorne, Kendrick Lamar",34xSlAT7cOUZj5B6bdXgXQ,2013-01-01,0.0
Crimson Day,Avenged Sevenfold,28JSZ4KyzDXnnC2XnJX1db,2013-08-23,0.0
Crooked Smile (feat. TLC),"J. Cole, TLC",5gFoAVTN9YlM9uJCrFZtgl,2013-06-18,1.0
Crooked Young,Bring Me The Horizon,0jEqhhJTqhBYMKUnyAC28y,2013-04-01,0.0
Crown,JAY-Z,2tcatycPdcN1gMxA1V4heS,2013-07-04,0.0
Crown Him (Majesty),"Chris Tomlin, Kari Jobe",23hpQH3gde7yxn89rBxksN,2013-01-01,0.0
Cry,Anna Calvi,6ZJF5InRPxsLMO4fWXQ6Oj,2014-10-27,0.0
Cry A River,Alter Bridge,3q1LRaxbCN4FoI80Xvmo6V,2013-01-01,0.0
Cry Cry,Stone Temple Pilots,4KIEaydsMJL0Ss5PCnt0tI,2013-10-08,0.0
Cry Of Achilles,Alter Bridge,5fhv6zZwZVzKL5S3IHGqVr,2013-01-01,0.0
Cry to the World,"Renaissance, Ian Anderson",4qy0n5upQ8qaS33ttDTRyM,2014-04-15,0.0
Culturecide,Primal Scream,27a8MzWgptuWwXLeIvAUl0,2013-05-13,0.0
Cut Her Off,"K CAMP, 2 Chainz",2Vevs2eAQNNb7NTpKj5kqA,2014-04-22,0.0
Cyrano Masochiste,Johnny Borrell,73Sp2HeY9XZL1wbROPzufU,2013-01-01,0.0
D’Arline,The Civil Wars,7giONDpA2lgyQbmfrln2qv,2013-08-02,0.0
Daddy Dance with Me,Krystal Keith,72puM2kCKkBQ9hqrF23dgj,2013-01-01,0.0
Daddy's Girl,Natalia Kills,3BK9WHEfNSZwKArLAVzjKR,2013-01-01,0.0
Daedalus (What We Have),San Fermin,3SObNmUmEIKtlMCCm27ma7,2013-09-17,0.0
Damage,Red,3SR9EIDmRqdUuYy3fpvYfx,2013-02-01,0.0
Damage,Jimmy Eat World,3T1mwQ0XLG4WhF8jO9FQ7G,2013-06-07,0.0
Damaged,The Winery Dogs,5a3Gh8rfM1dOp7z1aCt84e,2013-05-05,0.0
Damaged Soul,Black Sabbath,3gY381aWseWtDcnanY9n6u,2013-01-01,0.0
Dance Apocalyptic,Janelle Monáe,3dUMuxNadGxCE3qXuhCwqa,2013-09-06,0.0
Dance In The Rain,Megadeth,6dPNptYHdOs4rP4sMHHv9w,2013-01-01,0.0
Dance The Pain Away - Benny Benassi Basic Radio,"Benny Benassi, John Legend",1ucT5Kmxj4JoDaTIQXZXhk,2013-10-08,0.0
Dance Your Pain Away,Agnetha Fältskog,41xzfIOPy3NqLh60rHFrhD,2013-05-10,0.0
Dancing Out In Space,David Bowie,26QCdu0BBvq2CiFNSWSB1o,2013-03-08,0.0
Dancing with the Devil (feat. Patrick Stump & Travis Barker),"Krewella, Patrick Stump, Travis Barker",1QmIjmY8L4r8HEJvlZNDyi,2013-09-20,0.0
Dangerous,"Within Temptation, Howard Jones",0qUwTUH5EsLi3y2B4YJ2Wk,2014-02-04,0.0
Daniel,Devendra Banhart,6ewPNRMyIV475LyLARjQjM,2013-03-08,0.0
Dare You - Radio Edit,"Hardwell, Matthew Koma",2shfVeL9j7SsNVnA6KXhaK,2013-12-10,0.0
Dark Horse,"Katy Perry, Juicy J",5jrdCoLpJSvHHorevXBATy,2013-10-18,1.0
Dark Side of Me,Coheed and Cambria,19lmlhhOyLC2q3Rgl4zUa4,2013-02-05,0.0
Darling,Carla Bruni,6bHxudAiA4lSD0v7HMk0Zt,2013-01-01,0.0
Darte un Beso,Prince Royce,6cJLfIqwh0tCKRjYM3WpZ5,2013-10-08,1.0
Day Is Gone - from Sons of Anarchy,"Noah Gundersen, The Forest Rangers",2CtHCWOxvOL33wm2OyHOtj,2013-12-03,0.0
Day for the Dead,Zac Brown Band,7yEyeNODfPY2Q3jDJOm9cO,2013-12-10,0.0
Daydreamin',Ariana Grande,7c86ULTZD9eNdAbJDQLRaC,2013-01-01,0.0
Daydreaming,Paramore,6sW6EvagT9ljwokJlG6obt,2013-04-05,0.0
Days And Days,"Lil Wayne, 2 Chainz",2ETzQogXcmi9OBU9HQFpyO,2013-01-01,0.0
Days Are Gone,HAIM,5pKVh2W9oZkfRVmzf4UeYD,2013-09-30,0.0
Days of Gold,Jake Owen,5ETe7SElBIgm2NAZY3SpX4,2013-12-02,1.0
Dead City Radio And The New Gods Of Supertown,Rob Zombie,7a4F5tT3vztlPrGQzIcf4z,2013-01-01,0.0
Dead Man's Shoes,The Virginmarys,1K9bZdO2kJJjNXv7c2VB61,2013-02-05,0.0
Dead Nature,Savages,5UAEgNqPRVS10qfO6YO4kM,2013-05-07,0.0
Dead Now,Frightened Rabbit,6AampgQTwWiZw4pgZMpHj5,2013,0.0
Dead To The World,Bullet For My Valentine,4EeVfvBfvS6b6PIiGYfmJj,2013-02-08,0.0
Dead Weight,Crystal Bowersox,0DQln4rZHg8dfRDgrocrXZ,2013-03-26,0.0
Deal with the Devil,Pop Evil,6aoCWGknNkO1GmDMih37TQ,2013-05-14,0.0
Dear Boy,Avicii,4yTeQK2XThWYeEW8D72XmU,2013-01-01,0.0
Dear Father,Black Sabbath,3zjDIbQ3lLWXekq1PBVYM9,2013-01-01,0.0
Dear Marie,John Mayer,5Aq5TIy9jVK70aL7xcE9oa,2013-08-20,0.0
Dear One,Jim James,7fy3lp5vdkkMCOn3ePd96l,2013-02-05,0.0
Dear Sobriety,"Pistol Annies, Miranda Lambert, Ashley Monroe, Angaleena Presley",6Am2WeGJe5BWPrp6vmMEl0,2013-05-07,0.0
Death Comes to Us All,Funeral For A Friend,4n4JSCL8UnjRtte7p7obld,2013,0.0
Death of a Married Man (feat. Eric Idle),"Brad Paisley, Eric Idle",2DSIT7N8i3SfoGRwfcynA4,2013-04-09,0.0
Death Valley,Fall Out Boy,3iJmiaoZWzykf3Hl4IeYtI,2013-01-01,0.0
Deathbeds,Bring Me The Horizon,4FyhUbVIVFEEOHfdTiFmbf,2013-04-01,0.0
Decay,Sevendust,2aCcaKQZAB8r8VHQSTHU97,2013-03-26,0.0
Deceiver of the Gods,Amon Amarth,7rb8JRuyMqJSBOSoaFMtCY,2013-06-25,0.0
December's Traditions,Frightened Rabbit,66ot4oRAwNhkOyY3eGHCBm,2013,0.0
Decimal,Orchestral Manoeuvres In The Dark,2iNkBpXr2GeXlWz0hxa3AQ,2013-04-08,0.0
