,name,artists,hit,sentiment,score
4106,Moving,Travis,0.0,positive,0.875
4107,Moving On,Asking Alexandria,0.0,negative,-0.9964
4108,Mozart's House (feat. Love Ssega),"Clean Bandit, Love Ssega",0.0,negative,-0.9828
4109,Mr Right,Leona Lewis,0.0,positive,0.979
4110,Mug Museum,Cate Le Bon,0.0,neutral,-0.4215
4111,Mula Remix,"Big Sean, 2 Chainz, Meek Mill, Earlly Mac",0.0,positive,0.9998
4112,Murder (feat. Jay-Z),"Justin Timberlake, JAY-Z",0.0,negative,-0.9993
4113,Murder Bar,Sevendust,0.0,negative,-0.9544
4114,Murder Mitten,I See Stars,0.0,neutral,-0.3733
4115,Music Media Is My Whore,Philip H. Anselmo and The Illegals,0.0,negative,-0.9365
4116,Must Be Something I Missed,Kenny Chesney,0.0,positive,0.8577
4117,Musta Had a Good Time,Parmalee,0.0,positive,0.6681
4118,My Darlin' (feat. Future),"Miley Cyrus, Future",0.0,positive,0.9886
4119,My Day,Danielle Bradbery,0.0,positive,0.7351
4120,My Eyes (feat. Gwen Sebastian),"Blake Shelton, Gwen Sebastian",1.0,positive,0.9425
4121,My Father’s Son,Pearl Jam,0.0,negative,-0.9518
4122,My Favorite Picture Of You,Guy Clark,0.0,positive,0.964
4123,My Girl,Willy Moon,0.0,positive,0.9967
4124,My God Is the Sun,Queens of the Stone Age,0.0,positive,0.8326
4125,My Head is a Jungle - Radio Edit,"Wankelmut, Emma Louise",0.0,negative,-0.9081
4126,My Heart Was The Last One To Know,Kris Kristofferson,0.0,positive,0.9253
4127,My Hitta,"YG, Jeezy, Rich Homie Quan",1.0,negative,-0.9776
4128,My House,Kacey Musgraves,0.0,positive,0.9346
4129,My Love Follows You Where You Go,Lori McKenna,0.0,positive,0.9974
4130,My Love Took Me Down To the River To Silence Me,Little Green Cars,0.0,neutral,0.2523
4131,My Man Music,Stooshe,0.0,negative,-0.5478
4132,My Number,Foals,0.0,positive,0.965
4133,My Song 5,HAIM,0.0,negative,-0.9918
4134,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,1.0,positive,0.996
4135,My Story (feat. 2 Chainz),"R. Kelly, 2 Chainz",0.0,negative,-0.9669
4136,My Story,Krept & Konan,0.0,negative,-0.9971
4137,My Whole Life Changed,Lecrae,0.0,negative,-0.5731
4138,Mystery Disease,MGMT,0.0,negative,-0.8944
4139,Nails,Funeral For A Friend,0.0,negative,-0.8171
4140,Nashville Without You,Tim McGraw,0.0,neutral,-0.4287
4141,"Nearly Midnight, Honolulu",Neko Case,0.0,negative,-0.9065
4142,Need U (100%) (feat. A*M*E) - Radio Edit,"Duke Dumont, A*M*E",0.0,positive,0.9485
4143,Neon Lights,Demi Lovato,1.0,positive,0.9901
4144,Neurotic Society (Compulsory Mix),Ms. Lauryn Hill,0.0,negative,-0.9653
4145,Never Been Hurt,Demi Lovato,0.0,negative,-0.7698
4146,Never Enough,Tarja,0.0,negative,-0.7885
4147,Never Fade,Jack Johnson,0.0,positive,0.9983
4148,Never Had the Time,Portage and Main,0.0,positive,0.9842
4149,Never Never,Korn,0.0,negative,-0.9977
4150,Never Regret,Craig Campbell,0.0,positive,0.9841
4151,Never Should Have,Ashanti,0.0,positive,0.9979
4152,Never Too Far,"Mike Oldfield, Tarja, York",0.0,positive,1.0
4153,New,Paul McCartney,0.0,positive,0.8267
4154,New Alphabet,Eels,0.0,positive,0.967
4155,New Constellation,Toad The Wet Sprocket,0.0,positive,0.9416
4156,New Day Coming,Scott Stapp,0.0,negative,-0.5994
4157,New Lover,Josh Ritter,0.0,positive,0.998
4158,New Slaves,Kanye West,1.0,negative,-0.9978
4159,New Town Velocity,Johnny Marr,0.0,positive,0.6416
4160,New York Times (feat. 50 Cent & Bas),"J. Cole, 50 Cent, Bas",0.0,negative,-0.9848
4161,Nice To Meet You,Forever The Sickest Kids,0.0,positive,0.9606
4162,Nickels And Dimes,JAY-Z,0.0,positive,0.9878
4163,Niggaz Know,J. Cole,0.0,negative,-0.9942
4164,Night Café,Orchestral Manoeuvres In The Dark,0.0,negative,-0.9616
4165,"Night Time, My Time",Sky Ferreira,0.0,neutral,0.3244
4166,Nightcall,London Grammar,0.0,negative,-0.8674
4167,Nightmares,Josh Ritter,0.0,negative,-0.9944
4168,Nirvana,Sam Smith,0.0,positive,0.5508
4169,No. 1 Party Anthem,Arctic Monkeys,0.0,positive,0.9953
4170,No Angel,Birdy,0.0,negative,-0.9569
4171,No Angel,Beyoncé,0.0,negative,-0.999
4172,No Better Shoulder,KT Tunstall,0.0,negative,-0.8211
4173,"No Cure For Crazy (From CMT's ""I Love Kellie Pickler"")",Kellie Pickler,0.0,neutral,-0.0903
4174,No Face,Savages,0.0,negative,-0.7234
4175,No Fairy Tale,Lisa Loeb,0.0,positive,0.7307
4176,No Freedom,Dido,0.0,neutral,-0.2396
4177,Freedom,Rebecca Ferguson,0.0,positive,0.9981
4178,No Games,"Rick Ross, Future",0.0,negative,-0.998
4179,No Guns Allowed (feat. Drake & Cori B.),"Snoop Lion, Drake, Cori B.",0.0,negative,-0.9939
4180,No Love,Darwin Deez,0.0,positive,0.9761
4181,No Mercy,Chimaira,0.0,negative,-0.9893
4182,No More Hell to Pay,Stryper,0.0,negative,-0.9882
4183,No New Friends - SFTB Remix,"DJ Khaled, Drake, Rick Ross, Lil Wayne",1.0,negative,-0.9995
4184,No One Fits Me [Better Than You],Airbourne,0.0,positive,0.9595
4185,No One Likes A Fat Pop Star,Robbie Williams,0.0,neutral,-0.4054
4186,No Time Like Now,Sam Phillips,0.0,positive,0.9989
4187,No Way Out,Annihilator,0.0,negative,-0.9992
4188,No Worries,Gary Allan,0.0,negative,-0.9973
4189,Nobody Wants It,Sevendust,0.0,negative,-0.9976
4190,Normal Person,Arcade Fire,0.0,positive,0.6257
4191,Nosetalgia,"Pusha T, Kendrick Lamar",0.0,negative,-0.9886
4192,Not A Bad Man,Patty Griffin,0.0,positive,0.9126
4193,Not a Bad Thing,Justin Timberlake,1.0,positive,0.991
4194,Not Broken Anymore,Blue October,0.0,negative,-0.9685
4195,Not Cynical,The Proclaimers,0.0,positive,0.9938
4196,Not Giving Up,The Saturdays,0.0,negative,-0.9945
4197,Not Gonna Die,Skillet,0.0,positive,0.8729
4198,Not Leaving You Tonight,"LL Cool J, Fitz and The Tantrums, Eddie Van Halen",0.0,positive,0.9265
4199,Not Too Late,Noah And The Whale,0.0,positive,0.9497
4200,Nothin' But the Cooler Left,Chris Young,0.0,positive,0.9851
4201,Nothing Arrived - Live from Spotify London,Villagers,0.0,negative,-0.8406
4202,Nothing Between,Sanctus Real,0.0,negative,-0.5187
4203,Nothing Comes to Nothing,Babyshambles,0.0,neutral,0.1219
4204,Nothing Left But Tears,Buckcherry,0.0,negative,-0.9914
4205,Nothing Like Us,Justin Bieber,0.0,positive,0.9927
4206,November,Gabrielle Aplin,0.0,positive,0.9858
4207,Now,Paramore,0.0,negative,-0.992
4208,Now,Scotty McCreery,0.0,neutral,0.0243
4209,Now I'm All Messed Up,Tegan and Sara,0.0,negative,-0.9829
4210,Nowhere Is,Ron Sexsmith,0.0,positive,0.9756
4211,Nowhere to Go,Ron Sexsmith,0.0,negative,-0.956
4212,Nuclear,Destiny's Child,0.0,positive,0.9506
4213,Number 37405,Tim McGraw,0.0,positive,0.542
4214,NYC,Dido,0.0,negative,-0.9958
4215,O.P.P.,Chyno with a Why?,0.0,positive,0.9929
4216,Obama (Winning More Interlude),DJ Khaled,0.0,positive,0.9499
4217,Objects in the Mirror,Mac Miller,0.0,positive,0.9928
4218,Oblique City,Phoenix,0.0,negative,-0.9532
4219,Oblivion,"M83, Susanne Sundfør",0.0,positive,0.8765
4220,Obvious Bicycle,Vampire Weekend,0.0,neutral,0.4939
4221,Oceans,"JAY-Z, Frank Ocean",0.0,positive,0.937
4222,Oceans (Where Feet May Fail),Hillsong UNITED,1.0,positive,0.8316
4223,Of Space and Time,City and Colour,0.0,negative,-0.7269
4224,Of the Mother Again,Jim James,0.0,positive,0.9776
4225,Of The Night,Bastille,0.0,positive,0.992
4226,Off The Beaten Path,Justin Moore,0.0,neutral,0.4588
4227,Officially Alive,Brad Paisley,0.0,positive,0.965
4228,Oh,"Kate Nash, Siobhan Malhotra",0.0,negative,-0.8346
4229,Oh Brother,Frank Turner,0.0,positive,0.8509
4230,Oh Henry,The Civil Wars,0.0,positive,0.8727
4231,Oh Sheit it's X,Thundercat,0.0,positive,0.9972
4232,Oh Sweet Lorraine (feat. Jacob Colgan & Fred Stobaugh),"Green Shoe Studio, Jacob Colgan, Fred Stobaugh",0.0,positive,0.9985
4233,Ohio,Patty Griffin,0.0,negative,-0.9653
4234,Old Habits,"Justin Moore, Miranda Lambert",0.0,negative,-0.9818
4235,Old School Love (feat. Ed Sheeran),"Lupe Fiasco, Ed Sheeran",1.0,positive,0.9992
4236,Old Yellow Moon,"Emmylou Harris, Rodney Crowell",0.0,neutral,-0.0493
4237,OMYGOD!,Kate Nash,0.0,positive,0.9984
4238,On My Own,Samantha Barks,0.0,positive,0.9867
4239,On My Way,Charlie Brown,0.0,negative,-0.9591
4240,On My Way To Work,Paul McCartney,0.0,positive,0.946
4241,On Sight,Kanye West,0.0,negative,-0.9635
4242,On the Chin,Kings of Leon,0.0,neutral,-0.4724
4243,On the Ropes,Eels,0.0,negative,-0.973
4244,Once In A While,"French Montana, Max B",0.0,negative,-0.9997
4245,One Breath,Anna Calvi,0.0,neutral,-0.3108
4246,One Day,Kodaline,0.0,positive,0.8756
4247,One Drop,Plumb,0.0,positive,0.8191
4248,One For the Money,Escape the Fate,0.0,positive,0.9981
4249,One For The Road,Arctic Monkeys,0.0,negative,-0.6298
4250,One Mississippi,Brett Eldredge,0.0,positive,0.9919
4251,One More Sad Song,Randy Rogers Band,0.0,negative,-0.9944
4252,One More Sleep,Leona Lewis,0.0,positive,0.9396
4253,One More Time,Gary Allan,0.0,positive,0.9858
4254,One of Us is the Killer,The Dillinger Escape Plan,0.0,negative,-0.9943
4255,One Thousand (feat. Wiz Khalifa),"Juicy J, Wiz Khalifa",0.0,negative,-0.9987
4256,One True Vine,Mavis Staples,0.0,neutral,-0.1027
4257,One Way or Another (Teenage Kicks),One Direction,1.0,positive,0.9741
4258,One Way Trigger,The Strokes,0.0,positive,0.959
4259,Only a Clown,Caitlin Rose,0.0,positive,0.9926
4260,Only Friend,The Temperance Movement,0.0,negative,-0.9794
4261,Only One,Scott Stapp,0.0,positive,0.9962
4262,Only One and Only You,Steven Curtis Chapman,0.0,positive,0.9953
4263,Only You (feat. Lauriana Mae),"CeeLo Green, Lauriana Mae",0.0,negative,-0.9528
4264,"Ooh La La (from ""The Smurfs 2"")",Britney Spears,1.0,positive,0.9957
4265,Ooo La La,Robin Thicke,0.0,positive,0.9994
4266,Open Up (That's Enough),The Dead Weather,0.0,negative,-0.9457
4267,Open Your Eyes,John Legend,0.0,positive,0.9975
4268,Opinion (feat. Tom Morello),"Device, Tom Morello",0.0,negative,-0.9954
4269,Opposite,Biffy Clyro,0.0,positive,0.9913
4270,Ordinary Love - Extraordinary Mix,U2,0.0,negative,-0.9904
4271,Oscar Wilde Gets Out,Elton John,0.0,neutral,0.2057
4272,Other Side of Love,Sean Paul,0.0,positive,0.8839
4273,Our System,Orchestral Manoeuvres In The Dark,0.0,positive,0.9393
4274,Our Time Is Now,"Amy Grant, Carole King",0.0,positive,0.775
4275,Out Getting Ribs,King Krule,0.0,positive,0.792
4276,"Out of Line (feat. Serj Tankian & Terry ""Geezer"" Butler)","Device, Serj Tankian, Geezer Butler",0.0,negative,-0.9955
4277,Out Of Mind,Tove Lo,0.0,positive,0.8586
4278,Out Of My Head,John Newman,0.0,neutral,0.327
4279,Out of My League,Fitz and The Tantrums,0.0,positive,0.9863
4280,Out of the Black,Royal Blood,0.0,negative,-0.9797
4281,Out of the Woodwork,Courtney Barnett,0.0,positive,0.9922
4282,Out Of Time,Stone Temple Pilots,0.0,positive,0.8625
4283,Outlaw You,Shooter Jennings,0.0,positive,0.9855
4284,"Outstanding In Our Field (feat. Dierks Bentley, Roger Miller & Hunter Hayes)","Brad Paisley, Dierks Bentley, Roger Miller, Hunter Hayes",0.0,neutral,-0.0575
4285,Over You,Seasick Steve,0.0,positive,0.8008
4286,Overcomer,Mandisa,0.0,positive,0.7274
4287,Overdose,Ciara,0.0,positive,0.9858
4288,Overgrown,James Blake,0.0,positive,0.8957
4289,Overnight,Parachute,0.0,positive,0.705
4290,Pale Green Ghosts,John Grant,0.0,positive,0.9946
4291,Panic Cord,Gabrielle Aplin,0.0,negative,-0.9384
4292,Papaoutai,Stromae,0.0,negative,-0.5165
4293,Paper Doll,John Mayer,1.0,positive,0.9363
4294,Paper Thin,Data Romance,0.0,positive,0.7131
4295,Papi Pacify,FKA twigs,0.0,positive,0.9957
4296,Paradise (What About Us?),"Within Temptation, Tarja",0.0,negative,-0.9967
4297,Paranoid (feat. B.o.B),"Ty Dolla $ign, B.o.B",1.0,negative,-0.9992
4298,Part Heart,Kate Nash,0.0,neutral,0.1901
4299,Part II,Paramore,0.0,positive,0.7243
4300,Part II (On The Run),"JAY-Z, Beyoncé",1.0,positive,0.6872
4301,Party Like Tomorrow is the End of the World,Steel Panther,0.0,positive,0.9923
4302,Party Up,"Chase Rice, Colt Ford",0.0,positive,0.9652
4303,"PartyIsntOver/Campfire/Bimmer (feat. Frank Ocean, feat. Laetitia Sadier, feat. Laetitia Sadier & Frank Ocean)","Tyler, The Creator, Frank Ocean, Laetitia Sadier",0.0,positive,0.9961
4304,Passenger,Britney Spears,0.0,neutral,0.2432
4305,Passing A Message,Villagers,0.0,positive,0.802
4306,Past Forever,Agnetha Fältskog,0.0,positive,0.9939
4307,Peace,Kids In Glass Houses,0.0,negative,-0.9889
4308,Peace Is Broken,Alter Bridge,0.0,negative,-0.9908
4309,Peace Sword (Open Your Heart) (feat. Tobacco),"The Flaming Lips, TOBACCO",0.0,negative,-0.7036
4310,Pearl Hart,Volbeat,0.0,positive,0.9535
4311,Perfume,Britney Spears,1.0,positive,0.9973
4312,Permanent Stain,Backstreet Boys,0.0,positive,0.9899
4313,PermaWar,Ministry,0.0,negative,-0.9944
4314,Phantom Limb,Alice In Chains,0.0,positive,0.6041
4315,Pheromone Cvlt,letlive.,0.0,negative,-0.9949
4316,Phoenix,A$AP Rocky,0.0,negative,-0.9912
4317,Picasso Baby,JAY-Z,0.0,positive,0.7187
4318,Picture a Knife Fight,Biffy Clyro,0.0,negative,-0.9631
4319,Picture In A Frame,Rod Stewart,0.0,positive,0.9843
4320,Picture Perfect,Escape the Fate,0.0,positive,0.9061
4321,Piece By Piece,Anna Calvi,0.0,positive,0.7502
4322,Pieces,Gary Allan,0.0,positive,0.9649
4323,Pigs,"Tyler, The Creator",0.0,negative,-0.9978
4324,Pink Champagne,Caitlin Rose,0.0,positive,0.9255
4325,Pink Fields,Neon Hitch,0.0,positive,0.9992
4326,Pink Rabbits,The National,0.0,negative,-0.5193
4327,Pinstripes (feat. T.I.),Goodie Mob,0.0,negative,-0.9911
4328,Pioneer,The Band Perry,0.0,positive,0.9569
4329,Plain View,Amos Lee,0.0,negative,-0.5859
4330,Planets,Avenged Sevenfold,0.0,negative,-0.983
4331,Plastic Roses,Jessica Sanchez,0.0,positive,0.9938
4332,Play It Again,Luke Bryan,1.0,positive,0.9985
4333,Please Don't Say You Love Me,Gabrielle Aplin,0.0,negative,-0.9918
4334,Pocket,Biffy Clyro,0.0,positive,0.9848
4335,Point At You,Justin Moore,1.0,positive,0.9958
4336,Polaroid Picture,Frank Turner,0.0,positive,0.9654
4337,Pom Poms,Jonas Brothers,0.0,positive,0.9912
4338,Pompeii,Bastille,1.0,positive,0.9942
4339,Pop Bottles,"Sky Blu, Mark Rosas",0.0,positive,0.9645
4340,Pop?,Wretch 32,0.0,negative,-0.7197
4341,Popular Song,"MIKA, Ariana Grande",0.0,positive,0.9912
4342,Postcards,James Blunt,0.0,positive,0.9899
4343,Pound Cake / Paris Morton Music 2,"Drake, JAY-Z",1.0,positive,0.9941
4344,Power,Kat Graham,0.0,positive,0.988
4345,Power,Goodie Mob,0.0,positive,0.7586
4346,Power of a Love Song,Tate Stevens,0.0,positive,0.9927
4347,Power of a Song,Randy Houser,0.0,positive,0.9913
4348,Power Trip (feat. Miguel),"J. Cole, Miguel",1.0,positive,0.9973
4349,Powerless (feat. Becky Hill),"Rudimental, Becky Hill",0.0,negative,-0.8252
4350,Pray,Sanctus Real,0.0,positive,0.9722
4351,Pray,Kodaline,0.0,positive,0.6199
4352,Preacher,OneRepublic,0.0,positive,0.9312
4353,Preacher's Daughter,Maggie Rose,0.0,positive,0.9698
4354,Prehistoric Dog,Red Fang,0.0,negative,-0.7311
4355,Pressing On a Bruise (feat. Mat Kearney),"Brad Paisley, Mat Kearney",0.0,negative,-0.9709
4356,Pressure,Max Marshall,0.0,negative,-1.0
4357,Pressure,"Chase & Status, Major Lazer",0.0,negative,-0.9994
4358,Pretty,The Weeknd,0.0,positive,0.998
4359,Pretty Brown Eyes,Cody Simpson,0.0,positive,0.9952
4360,Pretty Hurts,Beyoncé,0.0,positive,0.8936
4361,Pretty Time Bomb,Sam Phillips,0.0,positive,1.0
4362,Prey for Me,Korn,0.0,negative,-0.996
4363,Pride,Buckcherry,0.0,negative,-0.9486
4364,Primetime (feat. Miguel),"Janelle Monáe, Miguel",0.0,positive,0.9985
4365,Promise (You Won't Break My Heart),Eddie Murphy,0.0,neutral,0.434
4366,Proof,Paramore,0.0,positive,0.9938
4367,Proof Of Life,Scott Stapp,0.0,positive,0.8814
4368,Providence,Foals,0.0,positive,0.9744
4369,Provider,Midlake,0.0,positive,0.6808
4370,Provision,August Burns Red,0.0,negative,-0.9434
4371,Punk (La Vie Antérieure),Deerhunter,0.0,neutral,-0.446
4372,Punkyoungirl,Adam Ant,0.0,negative,-0.9821
4373,Purple Shadows,Seasick Steve,0.0,positive,0.991
4374,Purple Yellow Red and Blue,Portugal. The Man,0.0,negative,-0.9952
4375,Push the Sky Away (with Melbourne Symphony Orchestra) [Live] - with The Melbourne Symphony Orchestra;Live,"Nick Cave & The Bad Seeds, Melbourne Symphony Orchestra",0.0,neutral,0.484
4376,Pusher Love Girl,Justin Timberlake,1.0,positive,0.9995
4377,"Put On, Cologne",Donovan Woods,0.0,negative,-0.6705
4378,Put Your Two's Up,Rizzle Kicks,0.0,positive,0.9962
4379,PYD,"Justin Bieber, R. Kelly",0.0,positive,0.9975
4380,Q.U.E.E.N. (feat. Erykah Badu),"Janelle Monáe, Erykah Badu",0.0,negative,-0.6012
4381,quand c'est ?,Stromae,0.0,negative,-0.9977
4382,Queen of Hearts,We The Kings,0.0,positive,0.6868
4383,Queen of the Field (Patsey's Song),Alicia Keys,0.0,negative,-0.9839
4384,Queenie Eye,Paul McCartney,0.0,positive,0.9653
4385,R U Crazy,Conor Maynard,0.0,negative,-0.9999
4386,Rich As Fuck,"Lil Wayne, 2 Chainz",1.0,negative,-0.9996
4387,Radiant,Everything Everything,0.0,positive,0.9315
4388,Radiate,Enter Shikari,0.0,neutral,0.1027
4389,Radiate,Jack Johnson,0.0,positive,0.886
4390,Radio,Darius Rucker,1.0,positive,0.9892
4391,Radio Silence,Frightened Rabbit,0.0,negative,-0.9366
4392,Railroads,Holly Williams,0.0,positive,0.9839
4393,Raise 'Em Up,"Keith Urban, Eric Church",1.0,positive,0.9774
4394,Raising Hell,Bullet For My Valentine,0.0,negative,-0.9997
4395,Ramblin' Jack,Kris Kristofferson,0.0,positive,0.9863
4396,Rap God,Eminem,1.0,negative,-0.9944
4397,Rat A Tat,"Fall Out Boy, Courtney Love",0.0,negative,-0.9984
4398,Rat Farm,Meat Puppets,0.0,negative,-0.7604
4399,Rat Race,Enter Shikari,0.0,negative,-0.9451
4400,Ratchet,Bloc Party,0.0,positive,0.9941
4401,Raven,Mark Owen,0.0,positive,0.9829
4402,Ravo,Sam And The Womp,0.0,negative,-0.7243
4403,Raw Material,Deap Vally,0.0,positive,0.9989
4404,Reach Out Richard,Mayer Hawthorne,0.0,positive,0.9823
4405,Read My Lips,Ciara,0.0,positive,0.9961
4406,Ready,"Fabolous, Chris Brown",1.0,positive,0.9995
4407,Ready (feat. Future),"B.o.B, Future",0.0,negative,-0.9545
4408,Ready Set Roll,Chase Rice,1.0,positive,0.9936
4409,Ready to Die,The Stooges,0.0,negative,-0.9959
4410,Ready to Question,Gabrielle Aplin,0.0,positive,0.6926
4411,Real,"Gorgon City, Yasmin",0.0,negative,-0.96
4412,Real and True (feat. Mr Hudson),"Future, Miley Cyrus, Mr Hudson",0.0,positive,0.999
4413,Really Don't Care,"Demi Lovato, Cher Lloyd",1.0,negative,-0.9957
4414,Rebel Beat,The Goo Goo Dolls,0.0,positive,0.9748
4415,Recover,CHVRCHES,0.0,positive,0.9635
4416,Recovery,Frank Turner,0.0,positive,0.9987
4417,Recovery,Justin Bieber,0.0,positive,0.9784
4418,Recovery,James Arthur,0.0,negative,-0.9835
4419,Red Camaro,Keith Urban,0.0,positive,0.9895
4420,Red City,Stone Sour,0.0,negative,-0.974
4421,Red Eye,"Kid Cudi, HAIM",0.0,negative,-0.9781
4422,Red Lights,Tiësto,1.0,negative,-0.7096
4423,Red Nose,Sage The Gemini,1.0,positive,0.9974
4424,Redemption,Queensrÿche,0.0,negative,-0.9938
4425,Redneck Crazy,Tyler Farr,1.0,negative,-0.9728
4426,Redshift,Darwin Deez,0.0,negative,-0.916
4427,Reflections,Petula Clark,0.0,positive,0.967
4428,Reflektor,Arcade Fire,0.0,positive,0.9848
4429,Release The Panic,Red,0.0,negative,-0.9983
4430,Reload - Radio Edit,"Wiley, Chip",0.0,positive,0.9925
4431,Reload - Radio Edit,"Sebastian Ingrosso, Tommy Trash, John Martin",0.0,positive,0.9967
4432,Remember,Mac Miller,0.0,positive,0.9914
4433,Remember Me,The Red Jumpsuit Apparatus,0.0,positive,0.995
4434,Remix (I Like The),New Kids On The Block,0.0,positive,0.9863
4435,Replay,Zendaya,1.0,positive,0.9917
4436,Requiem,Avenged Sevenfold,0.0,negative,-0.9408
4437,Requiem,Gary Barlow,0.0,positive,0.9969
4438,Rescue,Yuna,0.0,negative,-0.9672
4439,Resolution,Matt Corby,0.0,neutral,0.2781
4440,Retrograde,James Blake,0.0,positive,0.9393
4441,Reverse Running,Atoms For Peace,0.0,positive,0.7081
4442,Revolution,Building 429,0.0,positive,0.9578
4443,Rewind,"Devlin, Diane Birch",0.0,positive,0.9807
4444,Rewind the Film (feat. Richard Hawley),"Manic Street Preachers, Richard Hawley",0.0,positive,0.9857
4445,Rhyme Or Reason,Eminem,0.0,negative,-0.9964
4446,Ribs,Lorde,0.0,positive,0.989
4447,Rick James,"Nelly, T.I.",0.0,positive,0.9802
4448,Right (feat. Rodney Atkins),"Bubba Sparxxx, Rodney Atkins",0.0,positive,0.9973
4449,Right Action,Franz Ferdinand,0.0,positive,0.9203
4450,Right Hand,Drake,1.0,negative,-0.776
4451,Right Here (feat. Foxes),"Rudimental, Foxes",0.0,positive,0.9774
4452,Right Now,One Direction,0.0,positive,0.9964
4453,Right There,"Ariana Grande, Big Sean",1.0,positive,0.9966
4454,Ring for Sale,Kellie Pickler,0.0,positive,0.9802
4455,Riot,Bullet For My Valentine,0.0,negative,-0.9881
4456,Riptide,Vance Joy,1.0,positive,0.9786
4457,Rise,Skillet,0.0,positive,0.9727
4458,Rise & Fall,"Michael Molloy, Alex Evans",0.0,positive,0.951
4459,Rise Up,"Beyoncé, Sia Kate Isobelle Furler, Chauncey Hollis, Jesse Woodard",0.0,positive,0.8988
4460,River of Pain,Primal Scream,0.0,negative,-0.9935
4461,Road,Paul McCartney,0.0,positive,0.8928
4462,Roar,Katy Perry,1.0,positive,0.9945
4463,Robbers,The 1975,0.0,neutral,0.0957
4464,Rock,Orianthi,0.0,negative,-0.5615
4465,Rock City,Kings of Leon,0.0,positive,0.8151
4466,Rock N Roll,Avril Lavigne,0.0,positive,0.7121
4467,Rocket,Beyoncé,0.0,negative,-0.9844
4468,Roller Coaster,Justin Bieber,0.0,neutral,-0.1938
4469,Roller Coaster,Luke Bryan,1.0,positive,0.9595
4470,Room 24,"Volbeat, King Diamond",0.0,negative,-0.9968
4471,Rose Tattoo,Dropkick Murphys,0.0,positive,0.7173
4472,Rough Detective,The Dead Weather,0.0,positive,0.9788
4473,Rough Water (feat. Jason Mraz),"Travie McCoy, Jason Mraz",1.0,positive,0.9938
