title,artist
"Eat, Sleep, Rave, Repeat",Fatboy Slim and Riva Starr
Eavesdrop,The Civil Wars
Echelon (It's My Way),Angel Haze
Ecotone,Volbeat
Eden,Sara Bareilles
El Comegente,Soulfly
El Coyote,Guy Clark
Elastic Heart,Sia
Electric Lady,Janelle Monáe
Electric Lady,Justin Timberlake
Elements,Funeral for a Friend
Elephant,Jason Isbell
Elimination Blues,Primal Scream
Eliza,Anna Calvi
Empire (Let Them Sing),Bring Me The Horizon
End Of Night,Dido
End of the Beginning,Black Sabbath
End Of The World,Deap Vally
End Of Time,The Band Perry
Endorphins,Sub Focus
Enigma Machine,Dream Theater
Entertainment,Phoenix
Envy,Buckcherry
Epitaph,Portage and Main
Ernest Borgnine,John Grant
European Me,Johnny Marr
Even The Stars Fall 4 U,Keith Urban
Everlasting Arms,Vampire Weekend
Every Good Thing,The Afters
Every Little Bit,Gavin DeGraw
Everybody Out There,Paul McCartney
Everything,Nine Inch Nails
Everything But the Truth,Lucinda Williams
Everything I Shouldn't Be Thinking About,Thompson Square
Everything To Me,Shane Filan
Everything Will Change,Gavin DeGraw
Everything You Didn't Do,Jamie Cullum
Everything You Never Had (We Had It All),Breach
Everytime,Foals
Everywhere You Knew,Christopher Owens
Evil Eye,Josh Ritter
Evil Eye,Franz Ferdinand
Evil Friends,Portugal. The Man
Exile,Hurts
Exodus,M.I.A.
F For You,Disclosure
F--k Out My Face,A$ap Ferg
F--k You,Bad Religion
F.U.T.W.,Jay-Z
Face The Crowd,Beady Eye
Face To Face,Gary Barlow
Faden Away,7 Days of Funk
Fairweather Friends,Queens of the Stone Age
Fairytale,Milky Chance
Faithless,Sevendust
Fall Down,will.i.am
Fall From Grace,Babyshambles
Fallen,Soulfly
Falling,Haim
Fallout,Queensrÿche
False Alarms,Josh Groban
False Awakening Suite,Dream Theater
Family Tree,Kings of Leon
Far Away From Home,will.i.am
Far Celestial Shore,Mavis Staples
Far Too Young To Die,Panic! At The Disco
Fare Thee Well (Dink's Song),Oscar Isaac
Farmer's Daughter,Babyshambles
Farrah Fawcett Hair,Capital Cities
Farther Than The Sun,Alter Bridge
Fashion Killa,A$AP Rocky
Fast in My Car,Paramore
Fatal Distraction,Mario
Father Sun,Sammy Hagar
Father Time,Goodie Mob
"Father, Father",Laura Mvula
Fear,Blue October
Feds Watching,2 Chainz
Feel Good,Robin Thicke
Feel Good Summer Song,Scotty McCreery
Feel It All,KT Tunstall
Feel Like Pac / I Feel Like Biggie,DJ Khaled
Feelin' It,Scotty McCreery
Feelin' Myself,will.i.am
Feeling Mortal,Kris Kristofferson
Feels Like Forever,Of Mice & Men
Feet For Hands,Everything Everything
Fergivicious,A$ap Ferg
Field Of Reeds,These New Puritans
Fill In The Blank,Greg Bates
Filthy Blues,Orianthi
Final Warning,Skylar Grey
Fine China,Chris Brown
Finest Hour,Gavin DeGraw
Finger Back,Vampire Weekend
Finished Sympathy,Glasvegas
Fire,Orianthi
Fire,Big Sean
Fired Up,Hanson
Fireproof,The National
Fireside,Arctic Monkeys
First Chain,Big Sean
First of the Last,Fight Or Flight
First Sight,The Devil Wears Prada
First Time,Jonas Brothers
First Time Caller,White Lies
"Flashbacks, Memories, and Dreams",The Virgins
Flashbulb Eyes,Arcade Fire
Flashing Lights,Havana Brown
Flatline,Mutya Keisha Siobhan
Flawless,Beyoncé
Flick Of The Finger,Beady Eye
Float,The Neighbourhood
Float Forever,Peace
Fluffy,Wolf Alice
Fluorescent,Pet Shop Boys
Fly Again,Stooshe
Foday Bojang,Jon Patrick Walker
Follow Baby,Peace
Follow Your Arrow,Kacey Musgraves
Fool's Gold,Dean Madonia
For Some Ol Redneck Reason,Justin Moore
For The Strangers,Suede
Forbidden Fruit,J. Cole
Forest Serenade,The Joy Formidable
Forever Mine Never,The Band Perry
Forget About Me,Escape the Fate
Forget Forever,Selena Gomez
Forget to Forget You,Scotty McCreery
Forget To Remember,Megadeth
Forgiveness,Chris Young
Fork,2 Chainz
Formaldehyde,Editors
Fortress,Alter Bridge
Four Simple Words,Frank Turner
Fragment Two,These New Puritans
Fragments Of Time,Daft Punk
Freaks,French Montana
Fred Astaire,San Cisco
Free,Rudimental
Free (The Editorial Me),Darwin Deez
Freedom Song (They'll Never Take Us Down),Neil Diamond
Fresh Start Fever,You Me at Six
Fresh Strawberries,Franz Ferdinand
Fri-End,Kate Nash
Friday Night,Eric Paslay
Friend of a Friend,Tim McGraw
From a Window Seat,Dawes
From the Ground,Hollywood Undead
From This Valley,The Civil Wars
From Time,Drake
Front Porch Junkies [Remix],Thomas Rhett
Frozen,Orianthi
Fruend,Braids
FU,Miley Cyrus
Funny Little Tragedy,Gov't Mule
Further Away (Romance Police),Lissie
Furthest Thing,Drake
Future,Paramore
Future Days,Pearl Jam
Future Warrior,Palms
Fuzzy,Randy Rogers Band
Für Hildegard von Bingen,Devendra Banhart
G.U.Y.,Lady Gaga
Gale Song,The Lumineers
Gallardo,Gunplay
Gangsta,Kat Dahlia
Garbage,"Tyler, the Creator"
Garden's Heart,Natasha Khan & Jon Hopkins
Gas Stop,Before Cars
Gasoline And Matches,LeAnn Rimes
Geekin',will.i.am
Gees,Mac Miller
Generate! Generate!,Johnny Marr
Gentleman,Psy
Gentleman,The Saturdays
Get Away,Circa Waves
Get Away (feat. the Spirit of the Wu),De La Soul
Get High,Brandy Clark
Get In My Way,Robin Thicke
Get Like Me,Nelly
Get Lucky,Daft Punk
Get Me Some of That,Thomas Rhett
Get On It,The Kin
Get Right,Miles Kane
Get The Girl Back,Hanson
Get to Me,Lady A
Get Up (Rattle),Bingo Players
Get Up (What You Need),Willy Moon
Get Ya Game On,Maggie Rose
Getaway,Pearl Jam
Getting Even,White Lies
Ghost,Katy Perry
Ghost / Haunted,Beyoncé
Ghost Town,Jake Owen
Gifted,French Montana
Gimme What I Don't Know (I Want),Justin Timberlake
Giorgio by Moroder,Daft Punk
Girl Ridin' Shotgun,Joe Diffie
Girl That You Love,Panic! At The Disco
Girl Who Got Away,Dido
Girlfriend,Icona Pop
Girls,Kid Cudi
Girls,The 1975
Girls Are Crazy,Joanna Smith
Girls Love Beyoncé,Drake
Girls/Girls/Boys,Panic! At The Disco
Give It 2 U,Robin Thicke
Give It To Me,Sheryl Crow
Give Life Back to Music,Daft Punk
Give Up,Miles Kane
Give You What You Like,Avril Lavigne
Givin Em What They Love,Janelle Monáe
Glacier,John Grant
Glass House,Red
Glorious Unfolding,Steven Curtis Chapman
Glory And Gore,Lorde
Go Gentle,Robbie Williams
Go Get It,Dani Clay
Go On Without Me,Brett Eldredge
Go Stupid 4 U,Robin Thicke
"Go to Hell, for Heaven's Sake",Bring Me The Horizon
Go Wherever You Wanna Go,Patty Griffin
God Bless Amerika,Lil Wayne
God Bless the Girl,David Bowie
God Is Dead?,Black Sabbath
God Made You Beautiful,Beyoncé
God of Brilliant Lights,Aaron Shust
God Of Every Story,Laura Story
God Takes Care Of Your Kind,LeAnn Rimes
Goin' Crazy,Dizzee Rascal
Going To Hell,The Pretty Reckless
Gold,Britt Nicole
Gold,Victoria Justice
Gold Underground,Found Wandering
Golden,Lady A
Golden Age,Toad the Wet Sprocket
Golden Girls,Devendra Banhart
Goldmine,White Lies
Gone,Kelly Rowland
Gone Away From Me,Holly Williams
Gonna Make My Own Money,Deap Vally
Gonna Miss You When You're Gone,Patty Griffin
Good As New,Gary Allan
Good Ol' Boys Like Us,JJ Lawhorn
Good Thing,Keith Urban
Good Timing,Jake Owen
Good to Be Alive,Skillet
Good To Lose,Darwin Deez
Good To You,The Avett Brothers
Goodbye Ain't Always Gone,Will Hoge
Goodbye Girl,Luke Bryan
Goodbye Lovers & Friends,Franz Ferdinand
Goodbye Town,Lady A
"Goodbye, Goodbye",Tegan and Sara
"Goodbye, Goodbye",Billy Bragg
Goodness Gracious,Ellie Goulding
Goodnight Kiss,Randy Houser
"Goons (Baby, I Need it All)",Mona
Goosebumps,Bridget Kelly
Got A Feeling,Sevendust
Gotta Get Over,Eric Clapton
Graceless,The National
Graffiti on the Train,Stereophonics
Granddaddy's Gun,Blake Shelton
Gravity's Union,Coheed and Cambria
GRB 09042,The Limousines
Green Garden,Laura Mvula
Grey,Funeral for a Friend
Grow Up,Paramore
Grown Woman,Beyoncé
Guiding Lights,"Earth, Wind & Fire"
Guilt Trip,Kanye West
Gullible,Wale
Gun,Chvrches
Gun Metal Grey,Chase & Status
Gunwalk,Lil Wayne
Gypsy,Lady Gaga
H Town,Dizzee Rascal
Hacienda Hotel,Pickwick
Hail To The King,Avenged Sevenfold
Half Broke Horses,Jaida Dreyer
Half Light,Wilkinson
Hallelujah,Billy Currington
Halloween Blues,The Fratellis
Halo,Cage the Elephant
Handyman Blues,Billy Bragg
"Hang Me, Oh Hang Me",Oscar Isaac
Hannah Hunt,Vampire Weekend
Happens,Sampha
Happily,One Direction
Happy,Pharrell Williams
Happy on the Hey Now (A Song For Kristi),Kenny Chesney
Happy That You're Here,Rizzle Kicks
Hard Out Here,Lily Allen
Hard To Be A Hippie,Billy Currington
Hard To Be Cool,Joe Nichols
Hard To Love You,Stephen Dale Petit
Hard Way To Make An Easy Living,Toby Keith
Harvey Bodine,Brad Paisley
Hate to See Your Heart Break,Paramore
Hatfield or McCoy,Leslie West
Haze,Device
Headband,B.o.B
Headlights,Eminem
Headphones,Nelly
Heart Attack,Demi Lovato
Heart Attack,Enrique Iglesias
Heart Attack (Bang Bang Shake),Beware of Darkness
Heart Of A Champion,RedFoo
Heart of Nowhere,Noah and the Whale
Heart Out,The 1975
Heart Stops,AFI
Heart To Heart,James Blunt
Heart's Ease,Josh Ritter
Heartbreak Road,Darius Rucker
Heartbreak Story,The Wanted
Heartbreaker,Justin Bieber
Heartbreaks and Setbacks,Thundercat
Hearts Go Crazy,Parachute
Hearts Without Chains,Ellie Goulding
Heat,David Bowie
Heaven,Depeche Mode
Heaven,Jay-Z
Heaven,Nelly
Heaven,Beyoncé
Heaven in this Hell,Orianthi
Heaven Knows,The Pretty Reckless
Heaven Knows,Chase & Status
Heaven on Earth,Boston
Heaven Wait,White Lies
Heaven's Afternoon,Wale
Heavenfaced,The National
Heavy Bells,J Roddy Walston & The Business
Hee Haw,Joe Nichols
Hel,Amon Amarth
Hello,Lil Wayne
Hello Goodbye,Tyler Farr
Hello Kitty,Avril Lavigne
Helluva Life,Frankie Ballard
Help,Hurts
Help Me Lose My Mind,Disclosure
Hercules,Sara Bareilles
Here Comes the Night Time,Arcade Fire
Here Comes the Night Time II,Arcade Fire
Here It Comes,Emeli Sandé & Rick Smith
Here We Go,Christopher Owens
Here's to Everything (Ooh La La),Misha B
Here's To Never Growing Up,Avril Lavigne
Heretic,Avenged Sevenfold
Heroes,Guy Clark
Hey Brother,Avicii
Hey Girl,Billy Currington
Hey Judas,Black Star Riders
Hey Little Bruiser,Ed Harcourt
Hey Now,Martin Solveig
Hey Porsche,Nelly
Hide,Rudimental
Higgs Boson Blues,Nick Cave & the Bad Seeds
High Above The Ground,DAUGHTRY
High Art,The-Dream
High Castles,Funeral for a Friend
High Hopes,Kodaline
High Hopes,Bruce Springsteen
Higher,Baauer
Higher (Free),All About She
Higher Than The Sun,Peace
Highway Don't Care,Tim McGraw
Hit 'Em Up,Tyga
Hit Da Pavement,7 Days of Funk
Hit Me,Savages
Hit Me More,Scott Stapp
Hit Void,Primal Scream
Hive,Earl Sweatshirt
Hold Back the Night,I Am Kloot
Hold Me,Tom Odell
Hold Me,Yoko Ono
Hold Me Now,Red
Hold My Liquor,Kanye West
Hold On,Pusha T
Hold On,Colbie Caillat
Hold on Tight,Britney Spears
Hold On To Your Hat,Eels
Hold On We're Going Home,Drake
Hold Tight,Justin Bieber
Holding On For Life,Broken Bells
Holler If You're With Me,Tate Stevens
Hollow,Alice in Chains
Hollow Bodies,blessthefall
Hollow Talk,Josh Groban
Hollywood,Naughty Boy
Holy Frontman,Frightened Rabbit
Holy Grail,Jay-Z
Home,Restless Heart
Home,Chris Brown
Home,Rudimental
Home,Gabrielle Aplin
Home,Naughty Boy
Home Again,Elton John
Home For Grave,The Devil Wears Prada
Homemade Traditional Electric Jam,The Bevis Frond
Homesick,Sheryl Crow
Honest,Future
Honey & I,Haim
Honeymoon Avenue,Ariana Grande
Honor Never Dies,Hatebreed
Hood Pope,A$ap Ferg
Hookah,Tyga
Hopeful,Josh Ritter
Hosanna,Paul McCartney
Hospital for Souls,Bring Me The Horizon
Hot Nigga,Bobby Shmurda
House on a Hill,Jon Patrick Walker
Housing (in),Frightened Rabbit
How Come You Don't Want Me,Tegan and Sara
How Could I Want More,Jamie Lynn Spears
How Do You Sleep?,Orianthi
How Does That Feel?,Orianthi
How Does the Grass Grow?,David Bowie
How I Feel,Flo Rida
How Long Will I Love You,Ellie Goulding
How Long?,How To Destroy Angels
How Mercy Looks From Here,Amy Grant
How You Kill Me,KT Tunstall
Hudson,Vampire Weekend
Human,Christina Perri
Human Sacrifice,Cast of Stephen Ward the Musical
Humiliation,The National
Hung Up,Hot Chelle Rae
Hungry,Airbourne
Hunted,Device
Hunter Of Invisible Game,Bruce Springsteen
Hurricane,MS MR
Hurricane,Natalie Grant
Hurricane,Parachute
Hurt Me Tomorrow,K'NAAN
Hurt You,Toni Braxton and Babyface
Husbands,Savages
"Hush, Hush",Pistol Annies
Hypocrite,Cage the Elephant
I Am a God,Kanye West
I Am Beautiful,Candice Glover
I Am Who Am (Killin' Time),Mac Miller
I Believe,George Strait
I Blame Myself,Sky Ferreira
I Blame You,Ledisi
I Can Just Be Me,Laura Story
I Can't Change The World,Brad Paisley
I Can't Describe (The Way I Feel),Jennifer Hudson
I Can't Outrun You,Thompson Square
I Choose You,Sara Bareilles
I Could've Been Your Girl,She & Him
I Couldn't Be Your Friend,Tegan and Sara
I Do It,2 Chainz
I Don't Dance,Lee Brice
I Don't Need a Reason,Dizzee Rascal
I Don't Wanna Be Your Friend,Scotty McCreery
I Don't Want to Go to Bed,Stone Gossard
I Dreamed A Dream,Anne Hathaway
I Feel a Sin Comin' On,Pistol Annies
I Forgive You,Kellie Pickler
I Got A Car,George Strait
I Got It Easy,Michael Bublé
I Got You,Jack Johnson
I Had Me A Girl,The Civil Wars
I Hit It First,Ray J
I Hold On,Dierks Bentley
I Hope,Rebecca Ferguson
I Hope You Find It,Cher
I Hope You Suffer,AFI
I Hope You're the End of My Story,Pistol Annies
I Keep Them On the Floor Beside My Bed,Agnetha Fältskog
I Kill Giants,The Naked and Famous
I Know,Tom Odell
I Lived,OneRepublic
"I Love You Too, Death",MGMT
I Luv This S--t,August Alsina
I Miss Her,Jessie J
I Miss You,The Henningsens
I Need My Girl,The National
I Need Something Different,Stone Gossard
I Saw A Light,The Band Perry
I See Fire,Ed Sheeran
I See You,Luke Bryan
I Should Have Followed You Home,Agnetha Fältskog
I Should Live in Salt,The National
I Walk Alone,Cher
I Wanna Be a Warhol,Alkaline Trio
I Wanna Be Yours,Arctic Monkeys
I Want Crazy,Hunter Hayes
I Want It All,Arctic Monkeys
I Want It All,Karmin
I Want The Heartbeat,Johnny Marr
I Want To Party,SkyBlu
I Was An Eagle,Laura Marling
I Will Be The End Of You,HIM
I Will Fight For You,Steve Kuban
I Will Love You Still,Darius Rucker
I Will Steal You Back,Jimmy Eat World
I Will Survive,Leah McFall
I Wish,Cher Lloyd
I Wish,Sam Adams
I Wish I Could Break Your Heart,Cassadee Pope
I Wish I Still Smoked Cigarettes,Ronnie Dunn
I Won't Let Go,Jay Nash
I Would,Justin Bieber
I'd Rather Be High,David Bowie
I'd Rather Have a Love,Joe
I'd Want It To Be Yours,Justin Moore
I'll Fight,DAUGHTRY
I'll Probably Be Out Fishin',Toby Keith
I'll Take You There,David Bowie
"I'm A Feminist, You're Still A Whore",Kate Nash
I'm a Keeper,The Band Perry
I'm a Rider (Finally Home),Blue Sky Riders
I'm Alive (Life Sounds Like),Michael Franti & Spearhead
I'm Already Gone,A Day to Remember
I'm Aquarius,Metronomy
I'm In It,Kanye West
I'm Not Your Hero,Tegan and Sara
I'm Out,Ciara
I'm Ready,AJR
I've Got Soul,Hanson
I've Told You Now,Sam Smith
I. crawl,Childish Gambino
I. M. Sin,Five Finger Death Punch
Ice On The Dune,Empire of the Sun
Idolized And Vilified,Hatebreed
If,Glasvegas
If I Could Change Your Mind,Haim
If I Had A Tail,Queens of the Stone Age
If I Lose Myself,OneRepublic
If Not Me,Craig Morgan
If Only Avenue,Ron Sexsmith
If We Had Your Eyes,Michelle Williams
If We Only,Red
If You Can See Me,David Bowie
If You Think You Know Me,Orianthi
If You Wait,London Grammar
If You Want Some,Joel Crouse
If You Were Here With Me,Orianthi
If You Were In Love,Boston
IJSW,Anberlin
Illumination Theory,Dream Theater
Imagine It Was Us,Jessie Ware
Immortal,Kid Cudi
Impossible,Ryan Star
In a Minute,Thomas Rhett
In a World Like This,Backstreet Boys
In Due Time,Killswitch Engage
In Heart,The Devil Wears Prada
In Hell Is Where She Waits For Me,The Black Dahlia Murder
In The End,Black Veil Brides
In Two,Nine Inch Nails
In Your Arms Again,Josh Ritter
In Your Arms Awhile,Josh Ritter
Incredible,Celine Dion
Indian Summer,Stereophonics
Indie Cindy,Pixies
Infalliable,Pearl Jam
Insecurity,Jason Dunn
Inside A Dream,Pet Shop Boys
Instant Crush,Daft Punk
Interlude: I'm Not Angry Anymore,Paramore
International Smile,Katy Perry
Into The Night,HIM
Into The Past,Nero
Introspection,MGMT
Invisible Empire,KT Tunstall
Irish Boy,Patty Griffin
Irrelevant Walls And Computer Screens,Philip H. Anselmo and the Illegals
Is There Somebody Who Can Watch You,The 1975
Islands,Sara Bareilles
It Ain't Pretty,Lady A
It Ain't The Whiskey,Gary Allan
It Doesn't Matter to Him,John Grant
It Is What It Is,Kacey Musgraves
It Should Be Easy,Britney Spears
It Starts And Ends With You,Suede
It Takes Two,Katy Perry
It Was My Season,Okkervil River
It Won't Stop,Sevyn Streeter
It's A Beautiful Day,Michael Bublé
It's About Time,Young the Giant
"It's Alright, It's OK",Primal Scream
It's Just Forever,Cage the Elephant
It's Just You,Filter
It's My Party,Jessie J
It's Never Over (Oh Orpheus),Arcade Fire
It's Over,Rod Stewart
It's That Time of Day,Kenny Chesney
It's Time,Big Sean
It's Your World,Tim McGraw
IV Play,The-Dream
Iz Rite,Beady Eye
Jack,Breach
January,Disclosure
Jay-Z Blue,Jay-Z
Jealous,Beyoncé
Jesus Was A RockStar,Scott Stapp
Jesus Wept,Mavis Staples
Jewels n' Drugs,Lady Gaga
Jimmy Collins Wake,Dropkick Murphys
Joan Of Arc,Arcade Fire
Jock The Singing Welder,Sting
Jodeci Freestyle,Drake
Jodi Arias Rap,Howard Baer
Jodi Arias Song,Poppy & the Usual Suspects
John Doe,B.o.B
Johnny Bagga' Donuts,Palma Violets
Johnson Blvd,Amos Lee
Joy to You Baby,Josh Ritter
Jubel,Klingande
Jubilee Street,Nick Cave & the Bad Seeds
"Judge, Jury and Executioner",Atoms For Peace
Juliet,Lawson
Jump Hi,Lion Babe
Just a Girl,Brandon Heath
Just A Girl Like You,LeAnn Rimes
Just Another Girl,The Killers
Just Another Night,Icona Pop
Just For Now,Kelly Clarkson
Just Keep Breathing,We the Kings
Just One Yesterday,Fall Out Boy
Just the Rain,Lonestar
K Hole,Sea Power
K.C.S.,Soulfly
Kalopsia,Queens of the Stone Age
Karate,Brad Paisley
Karate Chop,Future
Keep A Watch,Empire of the Sun
Keep Her on the Low,Mindless Behavior
Keep It To Yourself,Kacey Musgraves
Keep Them Kisses Comin',Craig Campbell
Keep Your Eyes Peeled,Queens of the Stone Age
Kemosabe,Everything Everything
Kids,Mikky Ekko
Kinda Fuzzy,Eels
King of the Junkies,Stone Gossard
King Of The Underdogs,Newsted
King Push,Pusha T
Kingmaker,Megadeth
Kingpin,Jake Bugg
Kiss Land,The Weeknd
Kiss You There,Ronnie Dunn
Kisses Down Low,Kelly Rowland
Kissing The Machine,OMD
Kitchen Table,Jake Bugg
Knee Deep In My Heart,Shane Filan
Knee Socks,Arctic Monkeys
Knockdown Dragout,Sammy Hagar
Know Bout Me,Timbaland
Know Til Now,Jim James
Kolors,Goodie Mob
Kush Coma,Danny Brown
Kveikur,Sigur Rós
L.A. Story,Sammy Adams
La Familia,Jay-Z
La La La,Naughty Boy
Lab Monkey,Alice in Chains
Lady Black,Sons Of The Sea
Lance Jr,Courtney Barnett
LAnd of the Snakes,J. Cole
Lantern,Birds of Tokyo
Last Day Of School,Boston
Last Hope,Paramore
Last Living Cowboy,Toby Keith
"Late March, Death March",Frightened Rabbit
Late Night,Foals
Later On,The Swon Brothers
Later...When The TV Turns To Static,Glasvegas
Laurel,Goldfrapp
Lay Down Your Weapons,K. Koke
Lay It Down,Lil Wayne
Lay Low,Blake Shelton
Lay Me Down,Avicii
Le Pingouin,Carla Bruni
Lean,The National
Learn To Dance,Andrew McMahon
Leather Jacket Love Song,The Cribs
Leaves Of Golden Brown,Harper Simon
Leavin' the Light On,Darius Rucker
Leaving,Fight Or Flight
Legacy,Nicky Romero vs Krewella
Legacy,Eminem
Legacy,Stryper
Legendary Lovers,Katy Perry
Lessons,SOHN
Let It Feel Good (My Eagles),White Denim
Let It Go,Idina Menzel
Let Legend Mark Me as the King,Christopher Lee
Let Me Go,Gary Barlow
Let Me Go,Avril Lavigne
Let Me Love It Out of You,Tim McGraw
Let Me Move You,Jimi Hendrix
Let Nas Down,J. Cole
Let The Bass Go,Snoop Dogg
Let The Groove Get In,Justin Timberlake
Let Them See You,Colton Dixon
Let's Go,will.i.am
Let's Go There,Brothers Osborne
Lettin' The Night Roll,Justin Moore
Levitate,Hadouken!
Lie To Me,Cher
Life Is Hard,Edward Sharpe & the Magnetic Zeros
Life Of Misery,Drowning Pool
Life of the Party,Jake Owen
Life on a Rock,Kenny Chesney
Lifetime,Noah and the Whale
Lift Me Up,Five Finger Death Punch
Lifted,Naughty Boy
Light Me Up,Birdy
Lighters (The One),Gabz
Lighthouse,Lucy Spraggan
Lightning Bolt,Pearl Jam
Lights,Josh Ritter
Lights On,Wiley
Like A Champion,Selena Gomez
Like a Cowboy,Randy Houser
Like a Drum,Guy Sebastian
Like a Rocket Man,David Bowie
Like A Rose,Ashley Monroe
Like I'm Apart,A$AP Rocky
Like The Morning Dew,Laura Mvula
Lil Snupe Intro,Lil Snupe
Line Of Fire,Junip
Lion,Hollywood Undead
Little Bit Gypsy,Kellie Pickler
Little Bit Of Everything,Keith Urban
Little Black Dress,Sara Bareilles
Little Black Dress,One Direction
Little Boy Blue (Your Daddy's Gone),Yoko Ono
