title,artist,date,hit,track_id,release_date,spotify.name,spotify.artists
Buy My Own Drinks,Runaway June,2019-08-31,1,3WBY2lhKzkxaG5bNscQrOG,2019-06-28,Buy My Own Drinks,['Runaway June']
Mac 10,Trippie Redd Featuring Lil Baby & Lil Duke,2019-08-31,1,2KEux6D75xjj6fdabXpeAu,2019-08-09,Mac 10,"['Trippie Redd', 'Lil Baby', 'Lil Duke']"
What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,2019-08-31,1,3g9OCNXY2aSbGRQGY17qVE,2018-12-14,What Happens In A Small Town,"['Brantley Gilbert', 'Lindsay Ell']"
Ecstasy,Young Thug Featuring Machine Gun Kelly,2019-08-31,1,1yBbxDXEfr8boXM1ubvBHi,2019-08-16,Ecstasy (feat. Machine Gun Kelly),"['Young Thug', 'Machine Gun Kelly']"
Uno,Ambjaay,2019-08-31,1,3AEgic4yp82NxMWUjHtxnO,2019-05-10,Uno,['Ambjaay']
Daddy,Blueface & Rich The Kid,2019-08-31,1,4hanO6Du5J7QEguNHYZHmw,2019-08-09,Daddy (feat. Rich The Kid),"['Blueface', 'Rich The Kid']"
We Were,Keith Urban,2019-08-31,1,6JOeNbZ3X6dtXusG3hkHn8,2013-01-01,We Were Us,"['Keith Urban', 'Miranda Lambert']"
Baby Sitter,DaBaby Featuring Offset,2019-08-31,1,7f1zjZG77S891Uv4O68yfk,2019-03-01,Baby Sitter (feat. Offset),"['DaBaby', 'Offset']"
Takeaway,The Chainsmokers & ILLENIUM Featuring Lennon Stella,2019-08-31,1,3g0mEQx3NTanacLseoP0Gw,2019-12-06,Takeaway,"['The Chainsmokers', 'ILLENIUM', 'Lennon Stella']"
Every Little Thing,Russell Dickerson,2019-08-31,1,3kgCJPXDlnL5bl1HFesHUi,2017-06-16,Every Little Thing,['Russell Dickerson']
Did It Again,Lil Tecca,2019-08-31,1,4guBZjUyrGoHsTahO3IHdj,2019-08-30,Did It Again,['Lil Tecca']
Circles,Post Malone,2019-10-05,1,21jGcNKet2qwijlDFuPiPb,2019-09-06,Circles,['Post Malone']
INTRO,DaBaby,2019-10-05,1,77KMttn3Lic7ZQKDlPqp8v,2019-09-27,INTRO,['DaBaby']
Memories,Maroon 5,2019-10-05,1,4cktbXiXOapiLBMprHFErI,2021-06-11,Memories,['Maroon 5']
Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,2019-10-05,1,7CZyCXKG6d5ALeq41sLzbw,2019-09-06,Take What You Want (feat. Ozzy Osbourne & Travis Scott),"['Post Malone', 'Ozzy Osbourne', 'Travis Scott']"
Enemies,Post Malone Featuring DaBaby,2019-10-05,1,0Xek5rqai2jcOWCYWJfVCF,2019-09-06,Enemies (feat. DaBaby),"['Post Malone', 'DaBaby']"
Camelot,NLE Choppa,2019-10-05,1,4sWuPniHClkInYAnzXAYUF,2019-09-13,Camelot,['NLE Choppa']
223's,YNW Melly & 9lokknine,2019-10-05,1,4sjiIpEv617LDXaidKioOI,2019-08-09,223's (feat. 9lokknine),"['YNW Melly', '9lokknine']"
Good As Hell,Lizzo,2019-10-05,1,6KgBpzTuTRPebChN0VTyzV,2019-04-17,Good as Hell,['Lizzo']
Saint-Tropez,Post Malone,2019-10-05,1,05mDaV9Vb3wrzjF6OPZnhq,2019-09-06,Saint-Tropez,['Post Malone']
Don't Call Me Angel (Charlie's Angels),"Ariana Grande, Miley Cyrus & Lana Del Rey",2019-10-05,1,6zegtH6XXd2PDPLvy1Y0n2,2019-11-01,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),"['Ariana Grande', 'Miley Cyrus', 'Lana Del Rey']"
Hollywood's Bleeding,Post Malone,2019-10-05,1,7sWRlDoTDX8geTR8zzr2vt,2019-09-06,Hollywood's Bleeding,['Post Malone']
Liar,Camila Cabello,2019-10-05,1,7LzouaWGFCy4tkXDOOnEyM,2019-09-04,Liar,['Camila Cabello']
Heat,Chris Brown Featuring Gunna,2019-10-05,1,1GIYmwtBbPSHrqcSaukZck,2019-06-28,Heat (feat. Gunna),"['Chris Brown', 'Gunna']"
Even Though I'm Leaving,Luke Combs,2019-10-05,1,5Fhe63YOMZsGdB3CgCDuBi,2019-11-08,Even Though I'm Leaving,['Luke Combs']
Die For Me,Post Malone Featuring Future & Halsey,2019-10-05,1,2C6WXnmZ66tHhHlnvwePiK,2019-09-06,Die For Me (feat. Future & Halsey),"['Post Malone', 'Halsey', 'Future']"
Graveyard,Halsey,2019-10-05,1,2ufmtcIFdFpuUYBPXK5f67,2020-01-17,Graveyard,['Halsey']
On The Road,Post Malone Featuring Meek Mill & Lil Baby,2019-10-05,1,12Fkyg9lpmaz2zmKOfw2Y2,2019-09-06,On The Road (feat. Meek Mill & Lil Baby),"['Post Malone', 'Meek Mill', 'Lil Baby']"
One Man Band,Old Dominion,2019-10-05,1,7cA3PnUQDlUyBBwpRozQeo,2019-10-25,One Man Band,['Old Dominion']
Good Vibes,Chris Janson,2019-10-05,1,1XVqh0dC0PIl72f2mQhsVt,2019-10-18,Good Vibes,['Chris Janson']
Playing Games,Summer Walker,2019-10-05,1,2xyx0o4xNOLLjBSbOOdcbA,2019-10-04,Playing Games (with Bryson Tiller) - Extended Version,"['Summer Walker', 'Bryson Tiller']"
Hot Girl Bummer,blackbear,2019-10-05,1,6jRq8gaZhMUyy5RclRPcAf,2020-08-21,hot girl bummer,['blackbear']
Self Control,YoungBoy Never Broke Again,2019-10-05,1,4vSoyDfL0uZyUoWu5NNNsQ,2019-10-11,Self Control,['YoungBoy Never Broke Again']
Behind Barz,Drake,2019-10-05,1,5r7WvQtyPfy1xch5zMgGRp,2019-09-13,Behind Barz - Bonus,['Drake']
Remember You Young,Thomas Rhett,2019-10-05,1,3LK6wDkhbTyg8GhJidU9oC,2019-05-31,Remember You Young,['Thomas Rhett']
Adicto,"Tainy, Anuel AA & Ozuna",2019-10-05,1,3jbT1Y5MoPwEIpZndDDwVq,2019-08-22,Adicto (with Anuel AA & Ozuna),"['Tainy', 'Anuel AA', 'Ozuna']"
A Thousand Bad Times,Post Malone,2019-10-05,1,2J0NXdHr6MYvKDSxB7k3V2,2019-09-06,A Thousand Bad Times,['Post Malone']
Higher Love,Kygo X Whitney Houston,2019-10-05,1,6oJ6le65B3SEqPwMRNXWjY,2019-06-28,Higher Love,"['Kygo', 'Whitney Houston']"
Stuck In A Dream,Lil Mosey x Gunna,2019-10-05,1,2CUsdWw6sOkmN9L9c4Kxhn,,,
Loco Contigo,"DJ Snake, J. Balvin & Tyga",2019-10-05,1,6osaMSJh9NguagEDQcZaKx,2019-07-25,Loco Contigo (feat. J. Balvin & Tyga),"['DJ Snake', 'J Balvin', 'Tyga']"
Shameless,Camila Cabello,2019-10-05,1,2ogKhhoMClkFXek7ZgxAhN,2019-12-06,Shameless,['Camila Cabello']
The Bones,Maren Morris,2019-10-05,1,7yFhA2fUsL2oIMWlw5DaHQ,2019-03-08,The Bones,['Maren Morris']
HIGHEST IN THE ROOM,Travis Scott,2019-11-02,1,3eekarcy7kvN4yt5ZFzltW,2019-10-04,HIGHEST IN THE ROOM,['Travis Scott']
"10,000 Hours",Dan + Shay & Justin Bieber,2019-11-02,1,2wrJq5XKLnmhRXHIAf9xBa,2019-10-04,"10,000 Hours (with Justin Bieber)","['Dan + Shay', 'Justin Bieber']"
Bandit,Juice WRLD & YoungBoy Never Broke Again,2019-11-02,1,6Gg1gjgKi2AK4e0qzsR7sd,2019-10-04,Bandit (with YoungBoy Never Broke Again),"['Juice WRLD', 'YoungBoy Never Broke Again']"
Lose You To Love Me,Selena Gomez,2019-11-02,1,4l0Mvzj72xxOpRrp6h8nHi,2020-01-10,Lose You To Love Me,['Selena Gomez']
Lonely Child,YoungBoy Never Broke Again,2019-11-02,1,6xqZi5JTTk6XIMLvy7w5JJ,2019-10-11,Lonely Child,['YoungBoy Never Broke Again']
Dance Monkey,Tones And I,2019-11-02,1,2XU0oxnq2qxCpomAAuJY8K,2019-10-17,Dance Monkey,['Tones And I']
BOP,DaBaby,2019-11-02,1,6Ozh9Ok6h4Oi1wUSLtBseN,2019-09-27,BOP,['DaBaby']
VIBEZ,DaBaby,2019-11-02,1,0fySG6A6qLE8IvDpayb5bM,2019-09-27,VIBEZ,['DaBaby']
Make No Sense,YoungBoy Never Broke Again,2019-11-02,1,6klLvorLoo1sxvZcjJIY8I,2019-10-11,Make No Sense,['YoungBoy Never Broke Again']
Lights Up,Harry Styles,2019-11-02,1,4jAIqgrPjKLTY9Gbez25Qb,2019-12-13,Lights Up,['Harry Styles']
All Dat,Moneybagg Yo X Megan Thee Stallion,2019-11-02,1,2eukAOMjUM4pxnOdIsUia9,2020-01-10,All Dat (with Megan Thee Stallion),"['Moneybagg Yo', 'Megan Thee Stallion']"
Come Thru,Summer Walker & Usher,2019-11-02,1,3TTMUI5dFcbeNSDTTDY9M8,2019-10-04,Come Thru (with Usher),"['Summer Walker', 'Usher']"
Make It Right,BTS Featuring Lauv,2019-11-02,1,6KUE0HSSudAp9AOycaF6SH,2019-04-12,Make It Right,['BTS']
Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock",2019-11-02,1,6Vdyu21iT8qScU1haSjWUU,,,
Hot Now,YoungBoy Never Broke Again,2019-11-02,1,3eeyKNIBrt5TH4y0y3QkOu,2019-10-11,Hot Now,['YoungBoy Never Broke Again']
Rich As Hell,YoungBoy Never Broke Again,2019-11-02,1,5A6tFAdihqILHJrWuR6wD4,2019-10-11,Rich As Hell,['YoungBoy Never Broke Again']
Kinfolks,Sam Hunt,2019-11-02,1,53F1MVa1BWUkTBbVqgVAfN,2019-10-10,Kinfolks,['Sam Hunt']
In Control,YoungBoy Never Broke Again,2019-11-02,1,5IdAcHb4cwtexqMlOojWhR,2019-10-11,In Control,['YoungBoy Never Broke Again']
Heartache Medication,Jon Pardi,2019-11-02,1,5qdQPrWmZv8xYhMJCDrdHF,2019-09-27,Heartache Medication,['Jon Pardi']
Hot Shower,Chance The Rapper Featuring MadeinTYO & DaBaby,2019-11-02,1,00ko9WaS4jOX1kEk3gvHjf,2019-07-26,Hot Shower,"['Chance the Rapper', 'MadeinTYO', 'DaBaby']"
Nice To Meet Ya,Niall Horan,2019-11-02,1,3cphb8kdsjElYR7r5icK3H,2019-10-04,Nice To Meet Ya,['Niall Horan']
Carter Son,YoungBoy Never Broke Again,2019-11-02,1,0QVvkAOstRG26pVYN95CeL,2019-10-11,Carter Son,['YoungBoy Never Broke Again']
La Cancion,J Balvin & Bad Bunny,2019-11-02,1,0fea68AdmYNygeTGI4RC18,2019-06-28,LA CANCIÓN,"['J Balvin', 'Bad Bunny']"
I'll Kill You,Summer Walker Featuring Jhene Aiko,2019-11-02,1,7EkiMl81fUHVwpItgtzI4r,2019-10-04,I'll Kill You (feat. Jhené Aiko),"['Summer Walker', 'Jhené Aiko']"
TOES,DaBaby Featuring Lil Baby & Moneybagg Yo,2019-11-02,1,2FvD20Z8aoWIePi7PoN8sG,2019-09-27,TOES (feat. Lil Baby & Moneybagg Yo),"['DaBaby', 'Lil Baby', 'Moneybagg Yo']"
Somebody,"Internet Money, Lil Tecca & A Boogie Wit da Hoodie",2019-11-02,1,735RSTb2xbtWbDtKD9XDYi,2019-10-11,Somebody,"['Internet Money', 'Lil Tecca', 'A Boogie Wit da Hoodie']"
DHL,Frank Ocean,2019-11-02,1,2INhKpUdzh7v0j041gZNsz,2019-10-19,DHL,['Frank Ocean']
Everything I Wanted,Billie Eilish,2019-11-30,1,3ZCTVFBt2Brf31RLEnCkWJ,2019-11-13,everything i wanted,['Billie Eilish']
Roxanne,Arizona Zervas,2019-11-30,1,696DnlkuDOXcMAnKlTgXXK,2019-10-10,ROXANNE,['Arizona Zervas']
Woah,Lil Baby,2019-11-30,1,598yNsG1JFrGd4n2kMoz7F,2019-11-08,Woah,['Lil Baby']
Don't Start Now,Dua Lipa,2019-11-30,1,6WrI0LAC5M1Rw2MnX2ZvEg,2020-09-11,Don’t Start Now (Kaytranada Remix),"['Dua Lipa', 'KAYTRANADA']"
Jerry Sprunger,Tory Lanez & T-Pain,2019-11-30,1,6JsHgIkMYHcbNtKfsal2Mg,2019-11-15,Jerry Sprunger (with T-Pain),"['Tory Lanez', 'T-Pain']"
Reply,A Boogie Wit da Hoodie Featuring Lil Uzi Vert,2019-11-30,1,1njRzdfGNUY2RZU0lVO787,2020-02-14,Reply (feat. Lil Uzi Vert),"['A Boogie Wit da Hoodie', 'Lil Uzi Vert']"
Follow God,Kanye West,2019-11-30,1,2QpGZOhTCHHiKmpSO9FW4h,2019-10-25,Follow God,['Kanye West']
Heart On Ice,Rod Wave,2019-11-30,1,591ks2A0o7ratTpiRdI7M6,2019-06-14,Heart On Ice,['Rod Wave']
None Of Your Concern,Jhene Aiko Featuring Big Sean,2019-11-30,1,339jS79W2wm8aQPozbdOJW,,,
Watermelon Sugar,Harry Styles,2019-11-30,1,6UelLqGlWMcVH1E5c4H7lY,2019-12-13,Watermelon Sugar,['Harry Styles']
The Take,Tory Lanez Featuring Chris Brown,2019-11-30,1,0Odu228D0yGcFySGuxU4rY,2019-11-15,The Take (feat. Chris Brown),"['Tory Lanez', 'Chris Brown']"
Ridin' Roads,Dustin Lynch,2019-11-30,1,2VPmBOuy7ZAOFSzKwW2IEt,2020-01-17,Ridin’ Roads,['Dustin Lynch']
Falling,Trevor Daniel,2019-11-30,1,0Aqi7ArnBrGblW5T6p2jmD,2020-03-26,Falling,['Trevor Daniel']
All The Good Girls Go To Hell,Billie Eilish,2019-11-30,1,6IRdLKIyS4p7XNiP8r6rsx,2019-03-29,all the good girls go to hell,['Billie Eilish']
homecoming queen?,Kelsea Ballerini,2019-11-30,1,1ytCra0qH6gcHnCVQwREvu,2020-03-20,homecoming queen?,['Kelsea Ballerini']
Slow Dancing In The Dark,Joji,2019-11-30,1,0rKtyWc8bvkriBthvHKY8d,2018-10-26,SLOW DANCING IN THE DARK,['Joji']
Beauty In The Benz,Tory Lanez Featuring Snoop Dogg,2019-11-30,1,0BpYTh0O2ut5wvt0QtDGt4,2019-11-15,Beauty In The Benz (feat. Snoop Dogg),"['Tory Lanez', 'Snoop Dogg']"
Easy,DaniLeigh Featuring Chris Brown,2019-11-30,1,4CMrdHWqic0usIZfTrKoI3,2019-05-31,Easy,"['DaniLeigh', 'Chris Brown']"
Up All Night,Khalid,2019-11-30,1,1mpD5Q8IM32I4bF6eCpU74,2019-11-14,Up All Night,['Khalid']
Tusa,Karol G & Nicki Minaj,2019-11-30,1,7k4t7uLgtOxPwTpFmtJNTY,2019-11-07,Tusa,"['KAROL G', 'Nicki Minaj']"
We Back,Jason Aldean,2019-11-30,1,6UL2RC5J2vMau9KOMKQfJg,2019-11-22,We Back,['Jason Aldean']
Homesick,Kane Brown,2019-11-30,1,30RZAuEkYeDXvy46Iv6l7E,2019-11-01,Homesick,['Kane Brown']
Death,Trippie Redd Featuring DaBaby,2019-11-30,1,3Kd6Wp3lG5HXMB2dlvuy7y,2019-11-22,Death,"['Trippie Redd', 'DaBaby']"
Yellow Hearts,Ant Saunders,2019-11-30,1,2W4yABdLc4Jnds67Poi5Nl,2019-06-18,Yellow Hearts,['Ant Saunders']
Hell Right,Blake Shelton Featuring Trace Adkins,2019-11-30,1,3y8xKFhQWc8DARB3fuGMGA,2019-08-16,Hell Right (feat. Trace Adkins),"['Blake Shelton', 'Trace Adkins']"
RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,2019-11-30,1,6cy3ki60hLwimwIje7tALf,2019-10-12,RITMO (Bad Boys For Life),"['Black Eyed Peas', 'J Balvin']"
The Box,Roddy Ricch,2020-01-04,1,0nbXyq5TXYPCO7pr3N8S4I,2019-12-06,The Box,['Roddy Ricch']
Happy Holiday / The Holiday Season,Andy Williams,2020-01-04,1,3sDdyBHQ60Cs1opmIyRvhp,1963-11-24,Happy Holiday / The Holiday Season,['Andy Williams']
Heartless,The Weeknd,2020-01-04,1,6bnF93Rx87YqUBLSgjiMU8,2020-03-20,Heartless,['The Weeknd']
Like It's Christmas,Jonas Brothers,2020-01-04,1,3lOYUoazZOo5zZqOwyuyH2,2021-10-08,Like It's Christmas,['Jonas Brothers']
Baby It's Cold Outside,Dean Martin,2020-01-04,1,6SWWyk1xdz2uQUBIzvAIgm,1959-01-01,"Baby, It's Cold Outside",['Dean Martin']
Futsal Shuffle 2020,Lil Uzi Vert,2020-01-04,1,2Ec33AVlkTTq8BHFgBTdQs,2019-12-12,Futsal Shuffle 2020,['Lil Uzi Vert']
"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,2020-01-04,1,6ZgigeSB0XUMqc0jjzaq6d,1966-12-18,"You're A Mean One, Mr. Grinch",['Thurl Ravenscroft']
Adore You,Harry Styles,2020-01-04,1,3jjujdWJ72nww5eGnfs2E7,2019-12-13,Adore You,['Harry Styles']
Suicidal,YNW Melly & Juice WRLD,2020-01-04,1,1iSqfoUFnQwV0QW1EfUit8,2019-11-22,Suicidal,['YNW Melly']
No Idea,Don Toliver,2020-01-04,1,7AzlLxHn24DxjgQX73F9fU,2020-03-13,No Idea,['Don Toliver']
My Oh My,Camila Cabello Featuring DaBaby,2020-01-04,1,3yOlyBJuViE2YSGn3nVE1K,2019-12-06,My Oh My (feat. DaBaby),"['Camila Cabello', 'DaBaby']"
Into The Unknown,Idina Menzel & AURORA,2020-01-04,1,3Z0oQ8r78OUaHvGPiDBR3W,2019-11-15,Into the Unknown,"['Idina Menzel', 'AURORA']"
Happy Xmas (War Is Over),John Legend,2020-01-04,1,1x0NszvaftnHtijIId3ivk,2019-11-08,Happy Xmas (War Is Over),['John Legend']
Blinding Lights,The Weeknd,2020-01-04,1,0VjIjW4GlUZAMYd2vXMi3b,2020-03-20,Blinding Lights,['The Weeknd']
Start Wit Me,Roddy Ricch & Gunna,2020-01-04,1,7A20WnLkjtZU2d7hIB6Ziu,2019-12-06,Start Wit Me (feat. Gunna),"['Roddy Ricch', 'Gunna']"
Let Me Know (I Wonder Why Freestyle),Juice WRLD,2020-01-04,1,3wwo0bJvDSorOpNfzEkfXx,2019-12-07,Let Me Know (I Wonder Why Freestyle),['Juice WRLD']
Slide,H.E.R. Featuring YG,2020-01-04,1,6MO2bfLHKykUgCChFdw91H,2020-01-17,"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)","['H.E.R.', 'A Boogie Wit da Hoodie', 'Chris Brown', 'Pop Smoke']"
Vete,Bad Bunny,2020-01-04,1,5DxXgozhkPLgrbKFY91w0c,2019-11-21,Vete,['Bad Bunny']
Tip Toe,Roddy Ricch Featuring A Boogie Wit da Hoodie,2020-01-04,1,6ztvsy3C6hPjVg9j4x1XKJ,2019-12-06,Tip Toe (feat. A Boogie Wit da Hoodie),"['Roddy Ricch', 'A Boogie Wit da Hoodie']"
Candy,Doja Cat,2020-01-04,1,1VJwtWR6z7SpZRwipI12be,2018-03-30,Candy,['Doja Cat']
BEST ON EARTH,Russ & BIA,2020-01-04,1,0xKBkLcF71uUQeTA7FSu4A,2020-01-31,BEST ON EARTH (feat. BIA) - Bonus,"['Russ', 'BIA']"
Life Is Good,Future Featuring Drake,2020-02-01,1,5yY9lUy8nbvjM1Uyo1Uqoc,2020-01-10,Life Is Good (feat. Drake),"['Future', 'Drake']"
Godzilla,Eminem Featuring Juice WRLD,2020-02-01,1,7FIWs0pqAYbP91WWM0vlTQ,2020-01-17,Godzilla (feat. Juice WRLD),"['Eminem', 'Juice WRLD']"
Yummy,Justin Bieber,2020-02-01,1,41L3O37CECZt3N7ziG2z7l,2020-01-03,Yummy,['Justin Bieber']
What A Man Gotta Do,Jonas Brothers,2020-02-01,1,4wNIkl5XGiAACjFBlDWuSd,2020-01-17,What A Man Gotta Do,['Jonas Brothers']
Good News,Mac Miller,2020-02-01,1,1DWZUa5Mzf2BwzpHtgbHPY,2020-01-17,Good News,['Mac Miller']
High Fashion,Roddy Ricch Featuring Mustard,2020-02-01,1,07KXEDMj78x68D884wgVEm,2019-12-06,High Fashion (feat. Mustard),"['Roddy Ricch', 'Mustard']"
You Should Be Sad,Halsey,2020-02-01,1,7lidXGPXPYLNThITAOTlkK,2020-01-17,You should be sad,['Halsey']
Darkness,Eminem,2020-02-01,1,5SiZJoLXp3WOl3J4C8IK0d,2020-01-17,Darkness,['Eminem']
Those Kinda Nights,Eminem Featuring Ed Sheeran,2020-02-01,1,0VSzREd1OjEWJ9tXoFHRQH,2020-01-17,Those Kinda Nights (feat. Ed Sheeran),"['Eminem', 'Ed Sheeran']"
Sum 2 Prove,Lil Baby,2020-02-01,1,2u3EyuCqqV31woqGvO9LBz,2020-01-10,Sum 2 Prove,['Lil Baby']
Unaccommodating,Eminem Featuring Young M.A,2020-02-01,1,0q2vG0UVuy6ajjcpkQHdZM,2020-01-17,Unaccommodating (feat. Young M.A),"['Eminem', 'Young M.A']"
Blue World,Mac Miller,2020-02-01,1,2hwOoMtWPtTSSn6WHV7Vp5,2020-01-17,Blue World,['Mac Miller']
Circles,Mac Miller,2020-02-01,1,4jXl6VtkFFKIt3ycUQc5LT,2020-01-17,Circles,['Mac Miller']
You Gon' Learn,"Eminem Featuring Royce da 5'9"" & White Gold",2020-02-01,1,0GQ5bFTVFFKpwNPc7KwQnB,2020-01-17,"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)","['Eminem', 'Royce Da 5\'9""', 'White Gold']"
Black Swan,BTS,2020-02-01,1,3bkkMZEAhx7rTVz1C0itRQ,2020-02-21,Black Swan,['BTS']
P*$$y Fairy (OTW),Jhene Aiko,2020-02-01,1,48KXAIruJ07kJVCWOGohMV,,,
Leaving Heaven,Eminem Featuring Skylar Grey,2020-02-01,1,5CpsIb7SMFHjmAG8RvIWfq,2020-01-17,Leaving Heaven (feat. Skylar Grey),"['Eminem', 'Skylar Grey']"
Complicated,Mac Miller,2020-02-01,1,3WfSNAoj2D8C9noPSGZZFM,2020-01-17,Complicated,['Mac Miller']
Hand Me Downs,Mac Miller,2020-02-01,1,2Yv2mHzr5AQavVdwQjEokV,2020-01-17,Hand Me Downs,['Mac Miller']
Premonition (Intro),Eminem,2020-02-01,1,7ccTcabbJlCJiIqtrSSwBk,2020-01-17,Premonition - Intro,['Eminem']
I Can See,Mac Miller,2020-02-01,1,3R8CyhJfVjvgIROd5RSGhQ,2020-01-17,I Can See,['Mac Miller']
In Too Deep,Eminem,2020-02-01,1,7Dj2wqPYXfSRFwa6qyOztr,2020-01-17,In Too Deep,['Eminem']
I Hope,Gabby Barrett Featuring Charlie Puth,2020-02-01,1,23T0OX7QOiIUFShSzbJ5Uo,2020-06-19,I Hope,['Gabby Barrett']
Woods,Mac Miller,2020-02-01,1,3Qa944OTMZkg8DHjET8JQv,2020-01-17,Woods,['Mac Miller']
Nobody But You,Blake Shelton Duet With Gwen Stefani,2020-02-01,1,5M8goiFYynmNxhueYW6grR,2019-12-13,Nobody But You (Duet with Gwen Stefani),"['Blake Shelton', 'Gwen Stefani']"
SUGAR,BrockHampton,2020-02-01,1,6U0FIYXCQ3TGrk4tFpLrEA,2019-08-23,SUGAR,['BROCKHAMPTON']
Everybody,Mac Miller,2020-02-01,1,1OuN92HcVG6NVpWbeESNB3,2020-01-17,Everybody,['Mac Miller']
Rare,Selena Gomez,2020-02-01,1,7HMmFQsKsljwTw8bS7lu19,2020-01-10,Rare,['Selena Gomez']
U Played,MoneyBagg Yo Featuring Lil Baby,2020-02-01,1,7qeWNGBqqagdwf4KnjRzGZ,2020-01-10,U Played (feat. Lil Baby),"['Moneybagg Yo', 'Lil Baby']"
Marsh,Eminem,2020-02-01,1,34d7sGX6WUqq8f04e7CSNF,2020-01-17,Marsh,['Eminem']
No Regrets,Eminem Featuring Don Toliver,2020-02-01,1,1lO9CZo6eDrOy0S7khgryG,2020-01-17,No Regrets (feat. Don Toliver),"['Eminem', 'Don Toliver']"
Out West,JACKBOYS Featuring Young Thug,2020-02-01,1,6gi6y1xwmVszDWkUqab1qw,2019-12-27,OUT WEST (feat. Young Thug),"['JACKBOYS', 'Travis Scott', 'Young Thug']"
More Hearts Than Mine,Ingrid Andress,2020-02-01,1,60RFlt48hm0l4Fu0JoccOl,2020-03-27,More Hearts Than Mine,['Ingrid Andress']
I Wish Grandpas Never Died,Riley Green,2020-02-01,1,7Dxes6VnfbZYV0S2QTnVuT,2019-09-20,I Wish Grandpas Never Died,['Riley Green']
Make Me Want To,Jimmie Allen,2020-02-01,1,0AYbVoeF03NYhM0fvKjAuU,2018-10-12,Make Me Want To,['Jimmie Allen']
Lock It Up,Eminem Featuring Anderson .Paak,2020-02-01,1,1qwMkkRiD5jqLeUUjfgblh,2020-01-17,Lock It Up (feat. Anderson .Paak),"['Eminem', 'Anderson .Paak']"
What She Wants Tonight,Luke Bryan,2020-02-01,1,5M3v6frAiTyqenNAeQVcxC,2019-10-24,What She Wants Tonight,['Luke Bryan']
Surf,Mac Miller,2020-02-01,1,1kwnxJNVl7cwcU98RvMBaR,2020-01-17,Surf,['Mac Miller']
Say So,Doja Cat Featuring Nicki Minaj,2020-02-01,1,3Dv1eDb0MEgF93GpLXlucZ,2019-11-07,Say So,['Doja Cat']
Stepdad,Eminem,2020-02-01,1,3QVHSV8YKYq4L8tI5rnFgj,2020-01-17,Stepdad,['Eminem']
I Hope You're Happy Now,Carly Pearce & Lee Brice,2020-02-01,1,0Al3wN3keprGTSgG8NBwjr,2020-02-14,I Hope You’re Happy Now,"['Carly Pearce', 'Lee Brice']"
That's On Me,Mac Miller,2020-02-01,1,0udOCZp7yk0Ml92C0k8H8D,2020-01-17,That's On Me,['Mac Miller']
Intentions,Justin Bieber Featuring Quavo,2020-02-29,1,4umIPjkehX1r7uhmGvXiSV,2020-02-14,Intentions (feat. Quavo),"['Justin Bieber', 'Quavo']"
No Time To Die,Billie Eilish,2020-02-29,1,73SpzrcaHk0RQPFP73vqVR,2020-02-13,No Time To Die,['Billie Eilish']
Numbers,"A Boogie Wit da Hoodie Featuring Roddy Ricch, Gunna & London On Da Track",2020-02-29,1,733c1CWmIGymoQXdp7Us88,2020-02-14,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)","['A Boogie Wit da Hoodie', 'London On Da Track', 'Roddy Ricch', 'Gunna']"
Forever,Justin Bieber Featuring Post Malone & Clever,2020-02-29,1,2ZlCGeK30BLRNSPC832pNZ,2020-02-14,Forever (feat. Post Malone & Clever),"['Justin Bieber', 'Post Malone', 'Clever']"
To Die For,Sam Smith,2020-02-29,1,2ZTYlnhhV1UAReg7wIGolx,2020-02-14,To Die For,['Sam Smith']
g n f (Give No Fxk),"Migos, Young Thug & Travis Scott",2020-02-29,1,6ZelF5APDN5r6XnFqcnvWR,2020-02-14,Give No Fxk,"['Migos', 'Travis Scott', 'Young Thug']"
Dior,Pop Smoke,2020-02-29,1,79s5XnCN4TJKTVMSmOx8Ep,2019-07-26,Dior,['Pop Smoke']
Blueberry Faygo,Lil Mosey,2020-02-29,1,6wJYhPfqk3KGhHRG76WzOh,2020-02-07,Blueberry Faygo,['Lil Mosey']
Me And My Guitar,A Boogie Wit da Hoodie,2020-02-29,1,6cZH4rX1KTt1aJ3Ql6Ynja,2020-02-14,Me and My Guitar,['A Boogie Wit da Hoodie']
Go Stupid,Polo G Featuring NLE Choppa & Stunna 4 Vegas,2020-02-29,1,4PklAHGXT5ityno3IA8SKd,2020-05-15,Go Stupid,"['Polo G', 'Stunna 4 Vegas', 'NLE Choppa', 'Mike WiLL Made-It']"
Might Not Give Up,A Boogie Wit da Hoodie Featuring Young Thug,2020-02-29,1,4l2rsMfr20dj6nf6i6F3Y8,2020-02-14,Might Not Give Up (feat. Young Thug),"['A Boogie Wit da Hoodie', 'Young Thug']"
